PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,Condition
-4.179423119231911,-9.798143876117912,-1.135225778721788,2.146544731170253,2.9380216372372834,-4.280855172442387,-5.449811839610938,-4.738323431951951,-1.961134253807157,-1.9026725638425184,-2.2708181883957166,0.306782969369,-11.253734116200773,4.769549030542915,-2.1023696514121104,3.625365663628996,1.076419874575157,-10.600719391863365,2.3906957935679944,-1.3936610317589015,-1.6112413670153065,-4.488298876657583,-8.521471328066804,-6.779378668513979,-4.479500009307831,-2.190159936855871,-4.0155278148266635,4.784955844408488,0.8957996913136503,2.3231612155708348,5.3474884867470935,7.415830212128118,3.358249118941512,-9.610680905989822,-4.808113531103605,6.990524247492254,-3.908291256175637,2.7353798312938076,-0.5885769538474634,-3.9988934077035214,-0.2791847229826404,-9.711195115663726,7.203445635377477,-5.221171804581498,2.604559667413817,2.529945255846633,8.669878877591175,-0.1729234790752393,17.328955144666637,2.7422927178961523,2.1545860564758694,0.08843615426545176,-6.738843835885175,-2.5008347884045907,5.965279072877302,-6.154145371778509,-1.759286389389389,-5.47532294249709,-1.4674829646398986,-5.690765944994815,0.7918803529328899,-0.35801585479662573,7.169226619575504,-0.6530796772711861,-6.400278078738239,-0.4921397400108493,1.6923243837730197,9.073655502389155,-4.065669461818578,-0.5474780093023499,-5.654302328856332,0.9819503736718861,-3.168864150290062,-4.69987382543086,-10.022062594625254,-4.294291417499575,-3.3440825600320165,13.161193510284694,2.758487881306355,6.948732226775795,3.7669279537932123,2.2486990716278448,-5.989819105073053,3.335480446694032,-1.1059036098727208,-15.654560821484143,-2.801084094728882,4.356855622726156,-12.938784682087405,-3.487544862052213,18.12438591381015,6.185270146497623,4.1127485780869355,0.7935184121685167,9.232253084734266,-0.238820723734517,-7.759495476177947,-9.015942577125362,1.2417680263096333,-14.901822977401286,6.402094404459468,-7.957333634025135,-11.020492256323324,-1.5699853567137518,10.729486831687664,6.478471514618669,-1.6526499404323143,-10.771573360686466,5.6034789952219235,-3.454062010399683,-2.212256809401762,7.090983810392817,-10.322282966793816,8.304376547810852,-1.2757073734988855,-18.894771960922593,-0.845580020874676,2.1686647112481303,8.558130456533744,-10.230871679500302,10.652167582957444,-7.177478677020692,2.206191849084153,18.162698586821488,-2.3908487710582724,-15.433871403213809,6.655279542119773,-12.985494076220775,AD
-2.7671226165273297,-5.4578128730802895,3.9886070395611926,-7.222335669003112,-7.444150894410729,-2.4482811147164014,-4.434435973281148,-19.564487906777586,-16.987647006648253,-0.5994474624524916,0.1165062592273899,6.975494701001219,-4.252882140733572,2.556788456569249,6.369026710265105,-9.472332635403216,-2.6868942389925268,6.789296928286803,3.4081673347779393,10.307470903374876,1.1711595050678116,-1.0017765267483412,9.054001502675854,1.6223817096358877,17.813326646094055,-11.444144942232706,5.271756239714731,3.490697124720804,8.72135716798057,8.447609524515604,9.881120872631225,0.9044353081041467,-2.494279430354937,1.0427296531928734,7.745009312789212,-0.7817150098548493,17.32838815378465,-5.551839727422728,15.219784210171602,-9.362734739628387,2.754396089595768,4.895226808030105,18.50975172236975,28.84306045446316,4.19486064456556,-13.506484488476502,-3.4135254537497612,-6.552195613457784,2.72702135133775,1.120146452196542,-5.610431909006769,-8.139835473952473,-4.673094213960802,26.878804689674283,3.109707296571406,-3.469701825320409,10.21941833780383,14.626175361222902,-18.621786964298032,23.086669084284132,-9.848458955378568,-6.8703790459393534,-12.077586559878682,-9.971179527583862,25.694810549458595,21.594118991922034,0.9566914776396698,-0.6057520047679651,-19.444132982656477,4.203556240846429,-31.614661997309675,24.41175400824634,-0.6364987787999907,11.214939136824617,-11.754355560270392,11.339842266202748,-22.215106342493442,-2.4855745805427074,-10.922206959040615,-15.317743693549133,16.506330339431273,23.249584103058503,-0.020144446679688482,-6.691112789915469,7.1058341905976645,-8.259662984467104,-1.7825429700864164,25.544471592343154,6.1842297677127505,-12.33069214008748,-1.9309877488335179,-2.1448355420613177,8.467420638300927,-18.107409698903176,15.855781365208353,-11.30307936546594,-8.26898817516869,-7.027704674178595,2.0244180839076393,-1.2389020354044444,-3.0886424516263773,0.7783521140208437,-2.93805637732426,11.13343800656594,5.217522850078789,19.489346725314412,3.1205842318736203,14.320576457517822,3.2681057664571056,1.395077651991642,-16.51306533419483,19.327286217436995,-6.116126290825169,-11.293776922498646,9.876978995128699,7.553030821843582,28.014810010834534,1.2387242035398172,-1.9543511531735558,12.973354093391826,12.551061900515599,7.720880311921513,-2.7448575612884847,-1.9187640549572538,8.360873109967443,-0.10666620323954694,-3.982895755238238,-1.673242449513208,AD
-3.8289934660562097,5.417113849804612,-4.4173179081960825,-19.915290983015353,-2.604078696689579,7.593674559620901,1.7070442086002873,4.165810420534728,-4.576263643544585,4.9031929719175125,-8.2118082913388,-2.3171796340104236,-0.9273672921370488,-5.887654874657195,7.40431950872932,-8.641585280869394,-2.4080176012736287,-9.807762043757888,-16.693611348474516,-8.204450220451578,7.199324180501505,2.7448118631721456,1.7749819876774413,1.120100979437588,-5.13961789531617,0.3715767898531352,8.89505304261188,0.6804295128263259,8.73001446804978,-2.8008652422946203,-3.5180506855868465,18.37715449033581,-2.3805611498053407,-6.796374772672723,3.18575526210263,-7.509323474302704,-5.755569232463954,-2.1363331540105017,1.5521494409184675,-4.578328936771001,23.016045919764682,0.13700581476209417,-12.798635971132322,4.410928872008133,-11.60339840732229,-1.2465727448335673,0.6802920465944792,-7.060731390867619,9.477078887502879,9.166783012717188,2.2444867099451367,-9.66914412429514,-11.674898889803258,-11.600360247119667,-15.817838045706658,6.772748862059048,-4.171625849808803,-1.120638531900942,4.485935248142408,-3.4197357059967812,-8.456956952413053,21.190543062048356,-10.977992440050286,8.59227819554383,5.2211675174110095,-1.9672754295173334,-1.902668053546156,15.642226094752917,13.072877813300313,11.724343052562327,-7.44780061906933,0.4925061861931054,-8.8437594789283,11.086362549067985,-33.1148521395782,-15.618423224958127,-0.2990731125353567,-2.7960477270777466,5.859386536313754,-18.79374149633666,-18.048353529679407,12.14275663000368,-7.092329235365579,-6.346743523152131,16.92986230136934,-2.5912482892298883,3.450973155345117,6.9285329392980275,-5.503047964749476,2.475760808265317,26.967660425815726,-20.274344913297288,27.94078853888481,-9.693510758301818,15.469294761904537,-5.404679565459446,18.50344702981411,30.12448339117735,-16.261272534651503,15.104263811418148,6.322735436952241,-3.584448316336595,-1.0388797689042428,2.545608787708763,10.605447487446488,-12.919185521515129,-7.556738469093319,-17.41174055464715,-9.610288123783118,4.2716697386605675,-8.974220988622994,9.383667688936528,-9.508068351212527,6.757469897210376,-2.400915515674755,1.1824564043803842,17.035815041755853,-8.378187944450742,-11.552219295175504,-0.3557785370166002,4.548423414689559,-14.62100729096818,7.533635092944211,-5.543379071069795,-3.301352833963113,5.312390398561205,18.241337302374312,9.744154752211958,AD
-7.461772252239658,-9.612975137205927,1.7884903948947135,-10.590973475692293,-10.29596034561418,-9.25011376236114,-4.329962775941637,-2.537968237554051,-9.731719546598143,11.495152619283052,4.1199678918428955,-0.4896721350063915,-1.11332732779513,0.7486712660696191,15.018608596647027,4.2726380525907155,9.83335579245078,-5.912608902008836,0.2901686586033717,-1.3619182384059456,-5.703744389162148,-5.691012357494597,10.926055897371002,5.599238020963155,0.13068856773174775,1.5490162635370537,4.575641460881221,-4.74791941388653,0.09965995521550876,-4.194967161526254,-1.3369359665666696,8.412528148944396,0.006969667754572995,-4.924924122625169,9.991995585024894,-1.0745750257175588,-8.808099112505273,-5.638957757746362,-3.4708184265987034,-6.661755989463988,10.839260796388844,7.9551050231516625,6.143289642472009,9.972860331750296,-6.66981361444505,-9.630220615500338,-2.917088079483135,-1.8628127680521422,10.184910671379265,-1.7850211081025011,3.765045840517992,4.0483573613121235,7.278000590762787,-2.137610298453346,-14.496815306024011,-10.672251385644682,-0.29405241789849174,-4.942896249634041,7.423103077990245,-2.5324736068674167,-12.526757451231061,-4.502888472432023,4.367571292603518,-1.760516896945089,0.5731151292566082,6.926941149962777,2.3338171720448715,22.230794431012693,-8.791683798156212,-3.462144899955281,0.3773312217131853,-7.465799303392759,-1.8456248533531285,8.089895488494486,-3.027156168865245,7.099209776387088,9.545594844377609,7.384385103939752,-4.130009151013337,37.48914288207833,-16.115199739111855,16.51909965902888,6.6528371080519,15.625265567126533,-0.3399695395675007,-10.132530488099423,-2.7369055026266462,-2.330687930727095,5.04201001182161,21.55589877154671,7.086859122269546,-8.33389869871948,-8.162381424408618,-2.823726115623966,3.667506393554883,-8.864592565132918,-0.3852738408401153,1.7589800955532968,7.125403015813229,-1.640226976692468,9.487295019082346,-7.462603974750025,-16.965548619793783,40.378103709317614,-10.407082917701489,1.889461251465162,8.887801562421696,-14.486829086058549,-5.828041377116017,9.144316886212607,15.98993905960016,17.875108407513487,40.18757412464537,-7.598733631633908,-2.8898494099469705,4.0673197612319605,-0.4392821302011428,-7.490478435001207,7.924174125248808,-24.929916565387025,-4.782055522235933,2.632109362852863,-2.8663587306558216,-2.0794947050109864,-1.7491343089824976,2.3060834209816594,-15.767963474509443,-2.4918238597870728,AD
-11.740002673758783,-4.511407071250067,8.777834713909792,1.3221442214543633,-3.384117834726702,-4.2017312318447235,-20.357802756391063,-9.714985388956556,-16.15783389459745,-0.38419382180120165,6.44014828495857,13.355363553083462,-0.42894716096667257,-2.968359883143775,-10.960334329154517,6.367762906236093,-10.86970696079438,-11.277214034800217,-6.752033016095452,-7.305606071574835,-10.678950013359632,-28.15474940626305,-6.068358195518611,9.110903023842486,12.801363883556476,2.7162620655865903,3.380855270396865,4.60922862218471,-0.948527627306284,-8.26281155173803,-2.0375272158110054,15.929863249688546,-4.565831256819186,-7.826461663624502,5.18651908362121,-8.001003716648537,33.75875817825226,7.596238730917799,-17.98886971517537,0.5634135804039401,-14.703515850585068,5.470797088828981,21.424938287184844,0.2477323110332686,18.873205699118937,20.094354436863657,-13.92439415495424,-14.977766702343379,-26.103276932440714,3.3697255681153053,-26.868552366935525,16.736586306392265,9.630884662911711,-0.6562856971749219,3.3462089978730543,-11.797450036753272,16.80026392577422,-13.64854190884099,8.854126157894505,56.10516114102915,20.021783268915094,-15.161979766929315,16.089672116403776,-19.03809621542462,18.948089237916637,-15.924710058825582,7.767557165338195,-20.651408143120086,2.379788465164876,26.672075862557715,4.98314590112201,-21.91458834435107,1.2339828774208257,1.9984121832050448,15.691622275545384,-6.946120774886037,8.175365251776249,10.86115559747564,21.415373399760906,-22.314248664992387,-1.7761984456599256,-4.461655091820981,-21.025486150079594,0.2752225279566521,21.65152405008619,-11.054144290542476,6.9935028917940025,-3.4680091412806155,-9.243963992104456,34.108440641283394,15.508663640439554,-5.801581522382123,-3.8028592897402027,-13.25514863721531,-12.445380259728433,16.659980457328338,6.94495943472917,3.6354119806780254,5.576668819737229,10.380024373315292,5.4611130199936015,8.029123261462859,-16.6306767010694,11.311765593911062,1.06962382838789,0.3112299987287129,-8.991603101920125,-3.109874652766527,-1.5119413489780038,-1.031316804280016,0.02715249240477172,-6.577482940918816,0.46112349637654226,-3.072593355965022,0.08579678716543628,1.879417481760553,7.115791342702934,3.8691761613964375,-2.4688534906329935,-1.5423085018192486,-2.2603552470583588,-2.833247114919398,4.2814932285064815,4.986226893915958,-1.5251330044657243,2.912170553182297,1.3659025038258559,-0.7341223105847409,AD
-2.0594052181078815,-5.630107558394497,5.1617612519881995,-1.87197666238597,10.42267551710656,-6.096615463187154,-3.8868936199576556,9.638404311247069,-8.962152696632028,2.400277612318212,11.801719353663508,4.170376888585003,3.6713220726132625,-9.513473923783906,2.652117131938699,-1.172508851206865,-18.854338756358555,-8.383329557737248,1.012552604709765,8.285547970917936,-13.394106385962095,7.524423229681736,-7.348015649931325,6.4260110117601945,10.790456946890249,-3.9136269852581336,-7.315058022673667,-9.614086852527368,-0.7035777747475598,2.5354988833052414,-8.033499320587115,3.2106895489353207,17.30472482890347,0.9603190100859988,-1.523632498769856,3.308305172155122,3.9874961307807126,-3.4877553336504854,-4.428631931206865,-3.419019459712911,3.5475312970036255,0.9399720848483719,-9.951558997428831,-3.827815862009398,3.651048898157126,-0.9143328153003875,3.138242531831549,1.1419825804445651,6.198506537231691,7.9371281292112075,-4.652016614968946,-15.768127103934717,-1.9149480455642431,-9.344061188022481,5.379710351570359,-9.548232119564831,-6.743958282760196,9.406851476080215,1.4107720914181612,5.974609417597415,1.2471421305222863,9.61869572739357,-15.832555042182403,3.8428165699152954,-22.392158669359304,0.02200807873200756,-3.3638737558949825,-14.414849906396316,0.5932232019636412,11.502802672524206,8.335875716569056,9.540479064170757,-6.5485568074319795,-10.046088802954788,-2.389477441087517,-4.693683712335454,11.60086101092975,-7.117127242775997,8.07002069266652,8.27229579047678,-9.280230063557088,-9.195545235064268,-24.055294849740143,12.368238706494939,6.865627132374269,12.474217943767501,13.450834231358833,-1.9272639510592247,-22.970656200677592,1.7330335652657125,-25.93939844169506,-14.416948814017081,-1.9117462608782465,29.39003245117673,-11.839399035243492,-30.46633828043879,3.9761632185809432,10.048356255442272,21.854966578456057,8.73659266945233,2.0151315079445973,0.355133098802858,-19.063469970523315,4.9444207745770665,11.59775201046536,36.34342635037975,35.81054937540572,5.748823992156522,-15.754351409482915,12.242762108191481,-3.7834684455600462,5.8344826155474045,-8.178108748818024,-1.1108108631925662,13.10120214930743,-10.77705286428478,0.7232595879428811,15.416309841762576,1.1458079821997682,6.6999830719171936,8.489900073473663,4.4511480194967685,9.643674049720794,-6.915102728014042,-9.78944742657633,-9.033785466336795,6.927219798729541,-0.2342003132357695,AD
-12.796695504457631,-3.5994360869786775,-9.25667393291849,-9.279270168579693,5.541145949119505,-2.0508830463878156,-6.40698373441805,0.605289376171321,0.785499509076424,-10.183200345938769,4.798424061931414,-1.0048034139505653,-10.95387537116705,0.24480131408399664,-2.7944287383628934,1.1130543856020985,-8.474917710163133,2.264388038012035,-0.7689427542649192,10.843205237791935,-6.849495550273857,-10.488001419805572,-4.221849170732016,9.848461157620514,1.4772101153199153,-7.37507193956647,-8.259825849489497,5.106643509925671,2.4347482109119647,-3.318930264757277,12.21111462711686,-4.684497096559586,1.4195619165090299,-9.53106724343732,-9.443651587550661,-1.3174187049636321,9.426251900040667,4.267603338575188,-11.057702039476538,11.911788995812067,-3.737984776455049,5.629857570945367,-2.1372370102576195,6.415303443388638,-12.325145132067082,10.090872481401897,-3.212237335020495,-7.544821115675392,11.88515717184413,7.494892440652479,-8.802064590672575,4.065932493971455,3.1878245975617814,8.057442770366281,5.486177609034815,-3.4990055512937617,12.78663836399294,-12.440047584064446,13.869864653717963,-10.761246959436669,16.060128185993506,-5.885416372826694,3.6661038279962694,21.865272289136744,7.574256850167118,-10.18666527004489,10.723328665124178,13.69551951482345,10.151053611125027,-3.7985980303630913,-1.0041436040686667,-21.447659507960783,-29.785517521419738,33.61936564629203,-1.6916976916574253,-27.38345348518425,-27.20803519168007,11.226613518720972,36.12139969940762,39.87360930145809,16.661687860213746,-1.1299657953075093,-17.65110353502664,0.8763353043873906,-8.327554614429877,7.145489569710516,-31.16105057430133,-24.881707684161565,10.461673541148153,-13.2412065780612,-4.130028367412116,8.028295211242193,23.906324745930693,-2.957306654262213,18.18847093793434,-10.242999390305041,-1.8262187695847782,-4.920784153813315,16.678379998024955,-12.96734094095643,2.64671590963241,-16.350158784416333,-16.01242583284344,-11.529470778305772,2.5052520831297063,13.372535312414728,-3.1788861889409343,13.033515187898372,1.4324443636312612,-3.410125568651043,-2.6563057592700985,-6.50848231649933,-4.015829740048339,-3.6852744881194246,-4.878334432188839,9.993792085415073,6.130314800312834,-7.013214649349891,-2.697481932818828,-5.542123491431774,7.446374110265609,4.820988132867006,-6.041571941382888,-0.9437571139085653,2.293232403634785,9.245665584895873,0.2055053373750258,1.6800672398381413,AD
-1.0330938921232096,-2.5710348059229453,-7.877549954667208,-0.03924793082843919,5.771248593594001,-7.250793479891804,4.766920514583692,-2.038715206774369,-8.929909764725561,5.1293016627064825,-3.4102927024801764,-7.694914917520729,0.0801762140063091,-0.21946521274925482,1.2494772895745738,0.3032070691281907,1.456163822300824,-1.021550644912142,-1.9477503656646826,-6.422069671892958,2.6473467857757456,-10.289892684295701,-1.8276171779647996,-14.799599428850811,9.034470431357539,3.80342562686696,5.956521242509196,-3.004398916746109,3.1125516288212838,-14.118929066636472,1.596896168622022,12.493193140822088,-7.7631636229280465,14.217700903027387,11.440845657368147,-10.167559071983964,-7.002528799912293,-13.651466172553338,-6.238947924134514,4.836469726564136,0.8126085280421689,14.156946615041344,12.797302280975185,18.451609332551755,23.70388418604823,11.945384465373882,-12.644482725756838,9.17468335503794,3.276176696561986,-11.894842244224293,10.671690901808466,22.614517105503847,-4.517220718113064,-17.60794143143306,-5.377043750076785,20.68236294993616,7.265555042792161,-3.6843262295046175,-1.9371102290098445,-8.972193403776227,4.945611863774656,1.6594377444337414,-0.6063132123748258,24.091518368701045,-16.10852544321025,1.3317294432843048,16.966712623681442,24.76144219113147,-10.652236492036499,14.61908609828948,8.795797688031419,4.1989951695714485,4.447818694749713,7.644581377561337,-13.707488791006584,0.5103889635242975,18.107395411543106,-9.539942360930366,-30.943291794361425,7.00668906520058,-19.951510451078885,1.3359561419191643,-1.3546742889050514,-9.956526492003686,-0.4264659709519309,-9.9739601734889,-5.144164588811305,-5.214262802771476,-10.5446023763992,-11.06710288944952,7.535733613225756,-12.302120093020001,-28.59205897929175,-33.440408341541094,-18.936851698641476,-6.612733594251678,-14.372493390572123,1.2111687543293728,42.08439125312257,12.070511397207817,-5.116333129828229,-15.168164545267901,-1.5832824716670053,-6.668311569365818,24.643534938315593,-1.880845168841238,-6.908337575914891,8.409023857748306,0.0969035057203068,-7.92009715902844,-9.0393203398942,-11.687944637823298,-20.133086628098734,-3.5089770094816717,-12.252682615145059,0.9433031347190811,-0.6149361021602022,-0.009100930624419927,-12.56298969239084,-4.993253530568748,0.7540559846725741,-4.639686574154611,-13.097462369254748,-1.2887516777693113,-2.0542252483448595,-1.9252913009796186,-0.4625947495092807,2.230772329808713,AD
-3.874477459770313,1.0961398936689186,0.9811391533710712,-2.536618789552177,6.677950433968652,2.2457687581027463,4.298258001873078,-7.412100729830461,-4.0679861927755825,5.291484884585183,-2.1759773226772623,-4.65363414179334,-9.39440533999612,-8.205082144839512,1.4210850978686471,1.7202799583644726,2.488337199201309,-4.819935222732734,-9.323061905070618,-1.9233849780772783,-5.195375934258504,10.527611619937113,1.4133840526846562,-6.812581099975117,10.453741732684229,3.089383095840585,5.158647051869167,0.8249290931968474,-5.566018343104461,5.938827612594148,-1.5723052037932324,3.9117037388985194,-13.871818805406399,-8.4201432607711,11.198126364926198,-4.276400828677386,-9.133665185953245,1.9721724862140124,-4.832352134585192,8.164599926992016,-4.080640185399395,6.9115377454716045,-3.9373149259771,5.024175725025792,-7.158659824631567,13.890080108426421,-11.201102477298885,-14.205209886619185,-1.4183731432564286,3.660774397250883,-10.78054199984659,-14.995837891016663,11.35290082099508,6.562042269100119,-6.850719486554462,2.650650576001488,-0.03249037600443047,-4.05480784800644,-3.4523285784321507,12.729344407077074,-6.53675712211623,15.446608471804513,-21.813027414365333,-11.890979223552645,13.768387700011088,-8.158845815303232,-15.139712929861771,5.825235744471221,-12.046481529830604,15.980879635993727,32.99642990889617,-2.147670468491242,-2.810140259985701,-0.9677848010895441,-7.638402291003759,-13.022493854037604,10.411408514602046,-19.402999771785556,-12.740292720919,0.4024629190790362,6.809942200923651,-15.015128347981614,-20.750755212443348,21.959969760131628,-5.194146268524759,19.2767698130054,-3.017386324539998,12.445056857042129,12.838684005059534,-10.907647405068355,-9.921887307010392,-3.2276529821171347,8.658683266301587,3.0498257550220185,5.972164376918571,-5.745096673066788,4.708907615650237,15.30429989098185,16.614123540082684,-4.7243219740872195,0.8140840524301537,21.620763489889583,11.586761727282438,-13.040044948700555,-7.597715441504663,-25.15273059964961,4.857264620103079,-8.769198593391634,-0.8659833546219649,-4.874358627338826,9.387038842631805,10.123525627295411,-5.38965115186672,-24.3759062573983,-6.418263283967768,9.945228463413837,15.367292923011684,4.255092903595339,3.1016600756469592,-4.014789153630467,-4.475349410623999,6.208816726209149,-12.739168998857142,5.58322028142265,5.3297384556358605,-12.82812360437656,-6.48363572635793,-7.998788354322246,AD
1.104360684778978,9.474491255666232,10.073604516894887,-6.358912823417667,9.929154760582042,-2.440543097059641,-3.503989855714232,1.9240352473748275,-4.84571530482647,-6.995167720686043,-13.626444851085065,11.117191427453239,5.916899084152016,-2.2074548522693123,3.497057413747221,-5.9844123247282965,-0.34681643238151716,1.3512563833120832,3.8967235188427054,4.59089890806156,4.720236253921614,3.6999712667973674,-8.3427156051242,4.283061013883571,-12.821688697968913,5.835450117373585,6.227292516981082,-11.438462707422575,7.368938119573044,-7.196925690852523,2.096670382152037,11.42546380773344,0.3598837908671127,18.444071051016785,-2.900103225948573,-12.14394738373773,8.364351234804975,-2.5218212793650827,2.8469033693968315,-3.5226366175325414,-6.3234897124268725,0.5203561206143147,-0.3126508348384732,12.701158541913292,-4.11828368180534,-17.859069851976564,-6.2059868380197365,0.4255457792443249,-0.0011035220531167363,3.5479027910402925,11.05141958176094,-11.71122099870001,-24.795513598898275,34.95546661457734,0.6254056204050864,-6.181488174035562,2.3508359937114984,16.671272056682497,8.685394014163307,-9.237292001258584,-2.838779125524542,-16.103638314042392,9.720639982024446,25.042507649098635,-5.028934903173715,1.2162336106111689,38.85195822938131,0.7098211223267931,4.586115680927637,-9.059331164453805,-18.473373654027682,-2.882951184659769,-0.9790262970577541,17.905810289566347,4.721362799932095,-13.676201118327883,-0.25430311299293434,-19.142936061204807,21.619555937093146,-20.939503305893297,-17.009828418801828,4.262307867525304,-12.176847493209888,2.546867295611678,-5.7225818872693495,-4.037710978279252,3.1389781887336623,-0.07876841622754223,16.308428984914443,8.928657509037583,-6.55057413312825,-3.66989319145589,-17.585872062818197,-5.812986891684766,4.956141960885707,24.672547690803924,-0.3678390266462573,3.488902481124518,-1.3112252268626303,22.42060683565028,-4.278500647390691,-3.714814774786519,20.669756919872185,-3.798253795649584,-19.488483213768628,-5.65475073757327,9.809315323052676,-7.640945880185723,11.153819800819228,13.690146386849145,2.1566106530775895,-5.132846781121893,-7.137338249214418,-0.39768217693876684,2.8388111365375055,-16.62898796146583,-1.0468449929409565,9.346228290075501,8.280825197148644,-15.856740409571787,17.029394250683744,18.06358227088911,-3.787794717794385,-2.695898874870677,-0.1995307987518252,-14.123494983090923,-8.495823187119132,-1.736877386046541,AD
