C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-2.0221,0.12759,-1.2358,-5.2941,-1.3201,-4.1626,-2.6016,1.877,-2.0163,-5.2941,-1.3201,-3.3167,4.4444,3.1111,0.12698,-0.64412,-0.57971,8.8245,1.3968,3.9409,3.0918
-0.75829,2.0415,0.06504,-5.2941,-3.9604,-4.1626,1.3008,-1.3592,-2.6667,-5.2941,-3.9604,-1.99,2.5397,1.8413,-2.4127,0.0,-1.868,-19.517,2.0317,0.65681,2.4477
3.6651,8.4211,7.2195,-1.3725,-0.66007,-0.26016,6.5041,1.2298,1.2358,-1.3725,-0.66007,3.3167,2.5397,4.381,-0.50794,3.2206,0.70853,-8.5668,-0.50794,5.2545,1.8035
2.4013,10.335,7.8699,0.58824,1.9802,1.6911,6.5041,4.466,3.8374,0.58824,1.9802,5.3068,1.9048,5.0159,0.7619,6.4412,2.6409,17.841999,1.3968,5.9113,5.6683
-3.2859,1.4035,1.3659,-2.6797,-5.9406,-1.561,0.0,-0.71197,-3.3171,-2.6797,-5.9406,0.66335,-5.0794,-4.5079,-3.6825,0.0,-1.868,11.401,0.7619,-2.6273,0.5153
-3.2859,0.12759,2.6667,-2.0261,-5.9406,-1.561,0.65041,-1.3592,-2.0163,-2.0261,-5.9406,0.66335,-8.254,-6.4127,-4.3175,1.2882,-0.57971,12.689,0.12698,-5.2545,3.7359
-1.3902,5.8692,5.2683,-0.71895,4.6205,-2.8618,3.9024,-3.301,6.439,-0.71895,4.6205,0.66335,-10.159,-2.6032,-3.0476,5.7971,3.285,-18.229,12.825,-9.1954,7.6006
2.4013,5.8692,3.9675,-0.06536,4.6205,-4.813,1.3008,-5.2427,6.439,-0.06536,4.6205,-1.99,-8.254,-0.06349,1.3968,6.4412,4.5733,-15.652,12.19,-9.8522,8.8889
2.4013,2.6794,2.6667,0.58824,1.3201,-3.5122,1.3008,-5.2427,3.187,0.58824,1.3201,-2.6534,-1.9048,3.1111,5.2063,3.8647,3.9291,-9.2109,3.9365,-6.5681,5.0242
-0.12638,-0.51037,-1.8862,1.8954,2.6403,-1.561,1.9512,-1.3592,1.8862,1.8954,2.6403,-1.3267,5.0794,7.5556,5.2063,1.2882,1.9968,9.4686,2.6667,-1.9704,-1.4171
-2.0221,-2.4242,-4.4878,3.2026,0.0,-2.2114,-1.9512,-0.71197,-1.3659,3.2026,0.0,-3.9801,8.8889,13.27,3.9365,3.2206,1.3527,1.095,-7.4921,0.65681,-0.77295
