C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
8.6792,7.1111,13.008,-3.9482,-3.268,-4.813,4.5089,-3.9291,-0.06472,-3.9482,-3.268,1.3201,1.2638,5.6508,10.921,10.95,12.238,5.0,0.06349,9.1503,4.359
9.9371,13.46,15.61,-5.89,-2.6144,3.6423,6.4412,-1.9968,7.7023,-5.89,-2.6144,4.6205,1.2638,7.5556,11.556,16.103001,14.815,6.2821,5.7778,9.8039,8.8462
9.9371,13.46,20.813,-3.9482,1.9608,-1.561,12.238,-1.3527,8.9968,-3.9482,1.9608,13.861,0.0,5.0159,9.6508,15.459,14.815,7.5641,6.4127,8.4967,7.5641
4.2767,12.825,22.764,3.8188,7.8431,13.398,18.035,7.0209,8.9968,3.8188,7.8431,21.782,-1.8957,4.381,5.2063,12.238,11.594,7.5641,6.4127,4.5752,5.641
7.4214,13.46,23.415001,-1.3592,2.6144,13.398,19.323999,7.6651,20.646999,-1.3592,2.6144,22.441999,-1.2638,4.381,7.746,11.594,11.594,6.9231,4.5079,3.9216,6.9231
14.34,12.825,25.365999,-2.0065,3.268,22.504,18.035,3.8003,10.291,-2.0065,3.268,26.403,0.63191,3.1111,10.921,11.594,11.594,8.8462,6.4127,6.5359,5.641
15.597,18.540001,22.764,3.1715,6.5359,16.0,23.188,6.3768,14.175,3.1715,6.5359,27.063,-1.8957,2.4762,9.0159,13.527,10.306,10.769,10.222,4.5752,9.4872
14.969,19.174999,20.163,-1.3592,4.5752,18.601999,25.121,8.9533,12.88,-1.3592,4.5752,25.083,-5.6872,-1.9683,6.4762,10.95,8.3736,10.769,7.6825,1.3072,3.7179
20.0,16.0,22.764,-5.2427,-0.65359,17.301001,11.594,8.9533,16.764,-5.2427,-0.65359,20.462,-3.1596,-0.06349,9.6508,12.882,12.238,8.8462,8.9524,2.6144,4.359
13.082,16.0,20.813,-7.1845,-1.9608,14.699,14.815,2.5121,12.88,-7.1845,-1.9608,17.822001,-0.63191,0.57143,8.381,12.238,11.594,8.8462,8.9524,4.5752,6.2821
