C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
3.8752,8.0402,-0.13201,-2.0065,15.895,-7.0707,6.9593,0.0,-5.0327,2.9703,-0.98039,-0.06601,2.0035,1.005,-6.1591,-10.152,16.41,6.9682,12.874
5.8456,11.055,0.85809,-2.0065,19.836,-6.0606,10.862,1.99,-1.1111,4.9505,0.98039,2.9043,2.0035,2.0101,-4.1286,-11.168,23.141,5.9631,17.8
7.8161,13.065,1.8482,-1.0356,21.806,-4.0404,10.862,0.99502,-2.0915,5.9406,0.98039,5.8746,6.1485,4.0201,-1.0829,-12.183,26.987,9.9832,20.755
8.8013,13.065,3.8284,-1.0356,19.836,-5.0505,11.837,3.9801,-2.0915,6.9307,2.9412,7.8548,7.1848,6.0302,-0.06768,-12.183,25.064,11.993,21.741
8.8013,9.0452,3.8284,-0.06472,12.939,-4.0404,10.862,4.9751,-1.1111,5.9406,2.9412,6.8647,6.1485,6.0302,-0.06768,-12.183,18.333,7.9732,19.77
6.8309,0.0,-0.13201,-1.0356,1.1166,-8.0808,4.0325,4.9751,-5.0327,0.0,-0.98039,-1.0561,0.96718,1.005,-6.1591,-13.198,5.8333,2.9481,8.9327
4.8604,-3.0151,-3.1023,-1.0356,-2.8243,-7.0707,-0.84553,2.9851,-6.9935,-0.9901,-1.9608,-5.0165,2.0035,-2.0101,-9.2047,-14.213,-0.89744,1.943,3.0213
8.8013,6.0302,4.8185,2.8479,4.0722,0.0,5.0081,6.9652,-2.0915,7.9208,5.8824,3.8944,7.1848,7.0352,0.94755,-9.1371,5.8333,6.9682,8.9327
10.772,15.075,12.739,4.7896,13.924,5.0505,10.862,5.9701,1.8301,15.842,9.8039,11.815,10.294,15.075,10.085,-5.0761,14.487,11.993,13.859
9.7865,20.101,13.729,3.8188,19.836,6.0606,12.813,4.9751,5.7516,16.832,7.8431,15.776,8.2211,18.09,14.146,-3.0457,19.295,19.028,15.829
3.8752,16.08,10.759,1.877,18.851,6.0606,10.862,0.99502,3.7908,12.871,4.902,14.785,5.1123,16.08,13.13,0.0,16.41,12.998,12.874
-1.0509,8.0402,6.7987,0.90615,10.969,5.0505,6.9593,-2.9851,1.8301,5.9406,2.9412,10.825,-0.06909,10.05,9.0694,-1.0152,7.7564,1.943,7.9475
-1.0509,3.0151,6.7987,0.90615,3.087,5.0505,5.9837,-2.9851,4.7712,4.9505,2.9412,8.8449,2.0035,8.0402,7.0389,-2.0305,1.0256,-1.072,4.9918
3.8752,9.0452,11.749,0.90615,6.0427,7.0707,10.862,-0.99502,5.7516,10.891,6.8627,12.805,5.1123,13.065,12.115,-2.0305,2.9487,4.9581,8.9327
4.8604,12.06,12.739,-0.06472,8.9984,7.0707,14.764,-0.99502,4.7712,13.861,6.8627,14.785,5.1123,13.065,15.161,-1.0152,5.8333,5.9631,12.874
1.9048,12.06,6.7987,-1.0356,10.969,6.0606,14.764,-2.9851,6.732,10.891,2.9412,12.805,3.0397,9.0452,13.13,-1.0152,5.8333,6.9682,12.874
-0.06568,9.0452,2.8383,-2.0065,11.954,3.0303,12.813,-2.9851,4.7712,7.9208,1.9608,9.835,2.0035,6.0302,10.085,-1.0152,3.9103,6.9682,10.903
1.9048,9.0452,3.8284,0.90615,12.939,5.0505,6.9593,1.99,3.7908,7.9208,3.9216,6.8647,6.1485,6.0302,7.0389,-1.0152,4.8718,9.9832,8.9327
3.8752,6.0302,3.8284,0.90615,8.9984,4.0404,0.13008,3.9801,-1.1111,5.9406,4.902,3.8944,6.1485,5.0251,3.9932,-2.0305,3.9103,0.93802,3.0213
1.9048,6.0302,4.8185,1.877,4.0722,6.0606,2.0813,2.9851,-3.0719,4.9505,5.8824,5.8746,8.2211,6.0302,5.0085,-5.0761,5.8333,-3.0821,5.977
5.8456,9.0452,8.7789,6.7314,3.087,9.0909,8.9106,8.9552,1.8301,8.9109,10.784,10.825,11.33,11.055,10.085,-1.0152,9.6795,3.9531,12.874
5.8456,6.0302,6.7987,8.6731,-0.85386,8.0808,10.862,9.9502,2.8105,5.9406,8.8235,10.825,11.33,10.05,9.0694,-1.0152,6.7949,2.9481,13.859
1.9048,-4.0201,1.8482,0.90615,-5.78,0.0,5.0081,4.9751,-1.1111,-0.9901,1.9608,3.8944,3.0397,2.0101,1.9628,-5.0761,0.0641,-4.0871,7.9475
-0.06568,-11.055,-3.1023,-2.9773,-6.7652,-5.0505,-3.7724,0.0,-5.0327,-3.9604,-2.9412,-6.0066,-0.06909,-6.0302,-5.1438,-10.152,-3.7821,-3.0821,-1.9048
2.89,-11.055,-2.1122,-3.9482,-4.7947,-7.0707,-6.6992,0.99502,-5.0327,-3.9604,0.0,-8.9769,0.96718,-9.0452,-6.1591,-12.183,-3.7821,-3.0821,-6.8309
3.8752,-6.0302,2.8383,-2.9773,-1.8391,-4.0404,-4.748,2.9851,-7.9739,0.9901,1.9608,-6.0066,5.1123,-5.0251,-4.1286,-12.183,0.0641,-0.067,-2.89
7.8161,5.0251,9.769,-0.06472,8.0131,0.0,4.0325,7.9602,-5.0327,8.9109,8.8235,0.92409,11.33,3.0151,2.978,-11.168,8.7179,5.9631,6.9622
6.8309,9.0452,10.759,-1.0356,12.939,-2.0202,7.935,7.9602,-1.1111,10.891,6.8627,2.9043,11.33,5.0251,1.9628,-13.198,12.564,4.9581,11.888
7.8161,12.06,10.759,-2.0065,15.895,-2.0202,6.9593,4.9751,-0.13072,9.901,5.8824,4.8845,8.2211,8.0402,1.9628,-10.152,16.41,8.9782,14.844
9.7865,12.06,11.749,0.90615,15.895,2.0202,3.0569,5.9701,-0.13072,10.891,8.8235,4.8845,9.2573,9.0452,5.0085,-5.0761,15.449,12.998,8.9327
13.727,13.065,13.729,3.8188,15.895,9.0909,2.0813,9.9502,4.7712,12.871,13.725,4.8845,15.475,9.0452,10.085,1.0152,13.526,18.023,3.0213
13.727,9.0452,10.759,2.8479,10.969,7.0707,0.13008,10.945,0.84967,10.891,12.745,0.92409,14.439,4.0201,7.0389,0.0,7.7564,8.9782,-1.9048
13.727,5.0251,7.7888,2.8479,7.0279,5.0505,2.0813,10.945,-0.13072,8.9109,9.8039,-1.0561,13.402,1.005,3.9932,-1.0152,0.0641,4.9581,-2.89
10.772,-1.005,3.8284,4.7896,2.1018,4.0404,2.0813,8.9552,0.84967,4.9505,7.8431,-5.0165,9.2573,-4.0201,-0.06768,0.0,-6.6667,2.9481,-4.8604
4.8604,-7.0352,-3.1023,-0.06472,-2.8243,1.0101,-1.8211,1.99,0.84967,-3.9604,0.98039,-7.9868,4.076,-9.0452,-3.1134,0.0,-8.5897,-4.0871,-6.8309
3.8752,-4.0201,-5.0825,-2.9773,0.13136,-3.0303,-1.8211,0.99502,1.8301,-4.9505,-2.9412,-5.0165,-0.06909,-6.0302,-2.0981,-2.0305,-2.8205,-2.0771,-3.8752
10.772,4.0201,1.8482,2.8479,8.0131,3.0303,3.0569,6.9652,4.7712,2.9703,3.9216,2.9043,7.1848,4.0201,5.0085,1.0152,5.8333,11.993,4.9918
17.668,9.0452,9.769,9.644,11.954,10.101,9.8862,15.92,8.6928,10.891,11.765,10.825,14.439,13.065,12.115,4.0609,11.603,18.023,14.844
22.594,13.065,13.729,13.528,14.91,14.141,13.789,19.9,4.7712,16.832,16.667,15.776,22.729,16.08,13.13,3.0457,15.449,18.023,21.741
21.609,15.075,12.739,10.615,16.88,10.101,12.813,17.91,1.8301,16.832,13.725,13.795,20.656,15.075,10.085,0.0,16.41,11.993,18.785
15.698,16.08,8.7789,5.7605,16.88,7.0707,10.862,11.94,2.8105,14.851,7.8431,10.825,15.475,13.065,6.0237,-1.0152,16.41,11.993,13.859
6.8309,13.065,2.8383,1.877,14.91,2.0202,4.0325,5.9701,0.84967,8.9109,2.9412,5.8746,6.1485,8.0402,2.978,-3.0457,12.564,8.9782,4.9918
2.89,9.0452,1.8482,3.8188,11.954,4.0404,2.0813,5.9701,3.7908,6.9307,3.9216,3.8944,7.1848,6.0302,3.9932,1.0152,8.7179,3.9531,-0.91954
1.9048,6.0302,4.8185,7.7023,4.0722,7.0707,2.0813,8.9552,4.7712,4.9505,6.8627,4.8845,7.1848,6.0302,7.0389,3.0457,2.9487,2.9481,-1.9048
2.89,2.0101,6.7987,9.644,-0.85386,10.101,3.0569,10.945,3.7908,5.9406,9.8039,5.8746,7.1848,6.0302,9.0694,3.0457,-3.7821,-0.067,-1.9048
6.8309,5.0251,8.7789,10.615,5.0575,12.121,5.9837,12.935,7.7124,9.901,12.745,5.8746,11.33,5.0251,10.085,5.0761,-2.8205,1.943,1.0509
7.8161,1.005,3.8284,7.7023,8.0131,9.0909,7.935,9.9502,5.7516,7.9208,10.784,0.92409,11.33,-2.0101,5.0085,4.0609,-1.859,7.9732,0.06568
5.8456,-2.0101,-0.13201,4.7896,8.9984,7.0707,5.0081,6.9652,2.8105,2.9703,8.8235,-3.0363,8.2211,-7.0352,0.94755,2.0305,-2.8205,5.9631,-1.9048
7.8161,-4.0201,2.8383,8.6731,5.0575,9.0909,3.0569,10.945,3.7908,1.9802,10.784,-1.0561,9.2573,-6.0302,2.978,5.0761,-3.7821,8.9782,0.06568
8.8013,-4.0201,6.7987,11.586,2.1018,11.111,3.0569,10.945,2.8105,2.9703,11.765,1.9142,10.294,-2.0101,7.0389,5.0761,-5.7051,5.9631,3.0213
9.7865,1.005,12.739,11.586,3.087,13.131,5.9837,11.94,4.7712,8.9109,14.706,5.8746,12.366,4.0201,12.115,7.1066,-2.8205,7.9732,6.9622
7.8161,5.0251,13.729,6.7314,9.9836,13.131,8.9106,7.9602,7.7124,11.881,12.745,6.8647,11.33,5.0251,12.115,7.1066,1.9872,10.988,7.9475
5.8456,8.0402,10.759,4.7896,15.895,11.111,8.9106,3.9801,11.634,8.9109,10.784,5.8746,6.1485,4.0201,11.1,5.0761,8.7179,9.9832,6.9622
7.8161,9.0452,10.759,3.8188,16.88,13.131,8.9106,2.9851,8.6928,8.9109,11.765,6.8647,9.2573,6.0302,11.1,5.0761,13.526,14.003,7.9475
11.757,8.0402,16.7,6.7314,10.969,18.182,10.862,7.9602,8.6928,9.901,16.667,10.825,12.366,10.05,17.191,9.1371,7.7564,12.998,7.9475
14.713,6.0302,21.65,11.586,0.13136,22.222,9.8862,11.94,12.614,13.861,20.588,14.785,17.547,14.07,23.283,12.183,0.0641,11.993,5.977
15.698,7.0352,23.63,12.557,-0.85386,22.222,10.862,12.935,12.614,16.832,21.569,18.746,17.547,16.08,25.313,14.213,0.0641,12.998,6.9622
16.683,13.065,21.65,11.586,7.0279,21.212,13.789,9.9502,16.536,17.822,18.627,18.746,17.547,17.085,24.298,14.213,8.7179,14.003,9.9179
15.698,11.055,13.729,8.6731,10.969,17.172,10.862,6.9652,13.595,12.871,13.725,11.815,13.402,10.05,17.191,12.183,11.603,14.003,5.977
12.742,6.0302,5.8086,4.7896,9.9836,11.111,7.935,2.9851,9.6732,5.9406,8.8235,4.8845,9.2573,3.0151,7.0389,7.1066,10.641,8.9782,3.0213
11.757,3.0151,3.8284,4.7896,7.0279,9.0909,7.935,3.9801,10.654,4.9505,7.8431,2.9043,9.2573,1.005,5.0085,6.0914,7.7564,7.9732,4.0066
12.742,0.0,2.8383,4.7896,0.13136,7.0707,4.0325,4.9751,3.7908,5.9406,6.8627,1.9142,8.2211,-1.005,3.9932,4.0609,2.9487,5.9631,4.0066
16.683,6.0302,5.8086,7.7023,0.13136,8.0808,5.0081,7.9602,2.8105,11.881,8.8235,4.8845,12.366,4.0201,7.0389,4.0609,3.9103,11.993,7.9475
24.565,15.075,10.759,10.615,8.9984,12.121,7.935,12.935,8.6928,19.802,13.725,10.825,17.547,11.055,12.115,7.1066,8.7179,22.044,9.9179
23.58,20.101,12.739,9.644,17.865,13.131,5.9837,11.94,8.6928,19.802,13.725,10.825,17.547,13.065,12.115,7.1066,12.564,16.013,8.9327
19.639,23.116,13.729,8.6731,22.791,12.121,8.9106,10.945,11.634,20.792,14.706,12.805,16.511,16.08,11.1,6.0914,18.333,15.008,11.888
15.698,20.101,14.719,9.644,19.836,13.131,9.8862,7.9602,10.654,18.812,14.706,13.795,16.511,17.085,12.115,6.0914,19.295,16.013,11.888
18.654,17.085,15.71,11.586,14.91,14.141,11.837,12.935,9.6732,18.812,15.686,15.776,18.584,18.09,15.161,8.1218,16.41,14.003,11.888
20.624,14.07,12.739,9.644,9.9836,11.111,9.8862,11.94,8.6928,17.822,13.725,14.785,19.62,15.075,13.13,5.0761,10.641,16.013,9.9179
18.654,10.05,7.7888,9.644,8.0131,8.0808,7.935,11.94,7.7124,12.871,11.765,10.825,14.439,10.05,9.0694,5.0761,6.7949,16.013,6.9622
14.713,5.0251,0.85809,7.7023,5.0575,5.0505,4.0325,9.9502,4.7712,6.9307,6.8627,3.8944,9.2573,2.0101,2.978,3.0457,1.0256,15.008,1.0509
8.8013,-1.005,-6.0726,5.7605,2.1018,1.0101,-0.84553,6.9652,1.8301,0.0,1.9608,-3.0363,2.0035,-5.0251,-3.1134,1.0152,-2.8205,1.943,-5.8456
6.8309,-3.0151,-6.0726,4.7896,2.1018,1.0101,2.0813,5.9701,4.7712,-1.9802,0.0,-2.0462,0.96718,-5.0251,-2.0981,1.0152,-3.7821,-1.072,-4.8604
9.7865,0.0,-1.1221,7.7023,1.1166,6.0606,8.9106,7.9602,7.7124,2.9703,4.902,4.8845,4.076,1.005,3.9932,6.0914,1.0256,5.9631,4.9918
12.742,4.0201,2.8383,10.615,2.1018,9.0909,10.862,9.9502,10.654,6.9307,6.8627,10.825,8.2211,6.0302,10.085,7.1066,4.8718,5.9631,10.903
10.772,1.005,-0.13201,6.7314,-0.85386,5.0505,7.935,8.9552,6.732,0.9901,3.9216,7.8548,5.1123,2.0101,8.0541,4.0609,1.0256,1.943,7.9475
7.8161,-5.0251,-6.0726,2.8479,-7.7504,0.0,1.1057,4.9751,2.8105,-6.9307,-0.98039,1.9142,0.96718,-4.0201,2.978,1.0152,-4.7436,-2.0771,1.0509
14.713,1.005,0.85809,5.7605,-0.85386,5.0505,4.0325,6.9652,7.7124,0.9901,5.8824,4.8845,8.2211,1.005,7.0389,4.0609,-0.89744,5.9631,1.0509
18.654,7.0352,8.7789,6.7314,5.0575,11.111,5.0081,11.94,7.7124,9.901,13.725,6.8647,15.475,7.0352,8.0541,5.0761,1.0256,8.9782,1.0509
16.683,9.0452,12.739,5.7605,6.0427,12.121,4.0325,10.945,4.7712,12.871,15.686,7.8548,17.547,10.05,7.0389,2.0305,1.9872,7.9732,2.0361
13.727,12.06,14.719,5.7605,7.0279,12.121,5.9837,9.9502,6.732,15.842,16.667,8.8449,17.547,12.06,11.1,2.0305,5.8333,8.9782,4.9918
11.757,13.065,14.719,6.7314,7.0279,11.111,7.935,7.9602,5.7516,13.861,14.706,10.825,16.511,13.065,13.13,3.0457,7.7564,2.9481,4.9918
10.772,10.05,13.729,3.8188,4.0722,10.101,6.9593,5.9701,4.7712,10.891,13.725,9.835,13.402,13.065,14.146,3.0457,6.7949,2.9481,4.9918
10.772,10.05,12.739,2.8479,3.087,10.101,6.9593,4.9751,8.6928,9.901,11.765,10.825,12.366,12.06,14.146,6.0914,4.8718,6.9682,4.9918
7.8161,10.05,13.729,2.8479,5.0575,9.0909,9.8862,4.9751,9.6732,9.901,10.784,11.815,9.2573,12.06,13.13,6.0914,2.9487,2.9481,4.9918
10.772,9.0452,13.729,3.8188,6.0427,10.101,9.8862,3.9801,10.654,11.881,10.784,11.815,11.33,12.06,13.13,4.0609,2.9487,8.9782,4.9918
12.742,3.0151,11.749,4.7896,2.1018,9.0909,5.9837,7.9602,7.7124,10.891,10.784,7.8548,12.366,7.0352,11.1,4.0609,-0.89744,8.9782,3.0213
10.772,-5.0251,5.8086,3.8188,-5.78,7.0707,2.0813,5.9701,6.732,2.9703,6.8627,4.8845,9.2573,1.005,9.0694,2.0305,-5.7051,0.93802,0.06568
9.7865,-8.0402,1.8482,1.877,-9.7209,3.0303,0.13008,3.9801,6.732,-2.9703,2.9412,2.9043,3.0397,-1.005,8.0541,1.0152,-8.5897,0.93802,-2.89
13.727,-2.0101,3.8284,2.8479,-4.7947,5.0505,1.1057,4.9751,9.6732,0.0,2.9412,5.8746,5.1123,3.0151,10.085,6.0914,-5.7051,10.988,-1.9048
16.683,5.0251,5.8086,4.7896,6.0427,6.0606,4.0325,5.9701,9.6732,5.9406,5.8824,6.8647,8.2211,6.0302,9.0694,7.1066,-3.7821,11.993,0.06568
11.757,8.0402,1.8482,0.90615,12.939,-1.0101,5.0081,1.99,5.7516,6.9307,0.98039,3.8944,4.076,5.0251,-0.06768,1.0152,1.0256,8.9782,4.9918
6.8309,7.0352,-4.0924,-5.89,14.91,-9.0909,2.0813,-2.9851,-0.13072,1.9802,-5.8824,-0.06601,-3.1779,2.0101,-6.1591,-4.0609,6.7949,8.9782,5.977
6.8309,5.0251,-6.0726,-6.8608,10.969,-9.0909,-2.7967,-1.99,-1.1111,0.0,-6.8627,-4.0264,-3.1779,-1.005,-7.1743,-4.0609,6.7949,5.9631,2.0361
9.7865,0.0,-4.0924,-3.9482,1.1166,-4.0404,-5.7236,0.0,-0.13072,0.9901,-2.9412,-6.0066,2.0035,-3.0151,-4.1286,-1.0152,1.0256,9.9832,-2.89
9.7865,-7.0352,-5.0825,-1.0356,-7.7504,-2.0202,-6.6992,2.9851,-3.0719,0.0,0.0,-8.9769,4.076,-6.0302,-4.1286,1.0152,-8.5897,5.9631,-9.7865
10.772,-5.0251,-5.0825,-0.06472,-6.7652,-1.0101,-5.7236,2.9851,-4.0523,0.9901,0.0,-6.9967,6.1485,-5.0251,-3.1134,0.0,-8.5897,2.9481,-9.7865
13.727,-1.005,-2.1122,2.8479,-0.85386,0.0,-2.7967,6.9652,-1.1111,3.9604,3.9216,-4.0264,7.1848,-3.0151,-1.0829,0.0,-3.7821,7.9732,-4.8604
10.772,-1.005,-4.0924,2.8479,2.1018,-1.0101,-2.7967,5.9701,-1.1111,0.0,1.9608,-6.0066,5.1123,-5.0251,-3.1134,-2.0305,-2.8205,2.9481,-3.8752
9.7865,-2.0101,-4.0924,3.8188,5.0575,-1.0101,-2.7967,6.9652,0.84967,0.0,3.9216,-6.9967,5.1123,-7.0352,-1.0829,-1.0152,-1.859,9.9832,-4.8604
7.8161,-3.0151,-4.0924,2.8479,5.0575,1.0101,-4.748,5.9701,0.84967,-0.9901,2.9412,-6.9967,6.1485,-7.0352,0.94755,0.0,-3.7821,6.9682,-7.8161
4.8604,-3.0151,-3.1023,2.8479,1.1166,2.0202,-6.6992,2.9851,-2.0915,-0.9901,3.9216,-5.0165,3.0397,-5.0251,-0.06768,0.0,-8.5897,-1.072,-10.772
6.8309,2.0101,1.8482,6.7314,1.1166,5.0505,-1.8211,4.9751,-3.0719,3.9604,5.8824,0.92409,6.1485,1.005,0.94755,1.0152,-7.6282,5.9631,-3.8752
8.8013,8.0402,6.7987,5.7605,7.0279,4.0404,5.9837,7.9602,1.8301,6.9307,6.8627,7.8548,7.1848,8.0402,5.0085,3.0457,0.0641,7.9732,4.9918
5.8456,7.0352,3.8284,1.877,8.0131,2.0202,8.9106,4.9751,5.7516,1.9802,1.9608,9.835,4.076,7.0352,6.0237,3.0457,3.9103,3.9531,6.9622
1.9048,1.005,-2.1122,2.8479,4.0722,1.0101,5.9837,1.99,6.732,-4.9505,-1.9608,6.8647,-2.1416,2.0101,5.0085,5.0761,2.9487,2.9481,2.0361
-1.0509,-4.0201,-6.0726,1.877,2.1018,1.0101,5.9837,-0.99502,7.7124,-7.9208,-3.9216,2.9043,-6.2867,-3.0151,5.0085,6.0914,-0.89744,-4.0871,-0.91954
1.9048,-3.0151,-5.0825,3.8188,3.087,3.0303,9.8862,0.99502,14.575,-5.9406,-1.9608,4.8845,-3.1779,-2.0101,6.0237,10.152,0.0641,-4.0871,0.06568
0.91954,-7.0352,-5.0825,3.8188,-0.85386,1.0101,8.9106,2.9851,10.654,-5.9406,-2.9412,3.8944,-3.1779,-3.0151,5.0085,9.1371,-3.7821,-2.0771,-0.91954
4.8604,-5.0251,-1.1221,6.7314,-0.85386,4.0404,10.862,6.9652,10.654,-2.9703,-0.98039,5.8746,0.96718,0.0,9.0694,11.168,-4.7436,3.9531,1.0509
4.8604,-4.0201,-0.13201,5.7605,-2.8243,4.0404,6.9593,6.9652,9.6732,-0.9901,-0.98039,4.8845,0.96718,-1.005,9.0694,10.152,-7.6282,2.9481,-1.9048
0.91954,-6.0302,-3.1023,3.8188,-5.78,2.0202,-1.8211,2.9851,4.7712,-3.9604,-2.9412,-2.0462,-1.1054,-4.0201,3.9932,7.1066,-12.436,-0.067,-10.772
2.89,-6.0302,-5.0825,5.7605,-4.7947,1.0101,-6.6992,5.9701,1.8301,-3.9604,-2.9412,-6.0066,-1.1054,-6.0302,-2.0981,6.0914,-14.359,-1.072,-17.668
5.8456,-6.0302,-6.0726,8.6731,-3.8095,2.0202,-5.7236,8.9552,0.84967,-2.9703,-1.9608,-6.9967,0.96718,-7.0352,-4.1286,7.1066,-14.359,-0.067,-16.683
4.8604,-9.0452,-6.0726,8.6731,-5.78,1.0101,-0.84553,10.945,1.8301,-3.9604,0.0,-6.9967,-0.06909,-8.0402,-4.1286,4.0609,-14.359,1.943,-12.742
2.89,-9.0452,-5.0825,7.7023,-6.7652,2.0202,2.0813,7.9602,1.8301,-3.9604,0.98039,-5.0165,0.96718,-8.0402,-3.1134,2.0305,-11.474,-0.067,-4.8604
1.9048,-10.05,-5.0825,6.7314,-6.7652,1.0101,2.0813,8.9552,-0.13072,-3.9604,1.9608,-6.0066,-0.06909,-9.0452,-2.0981,2.0305,-9.5513,-5.0921,-2.89
-0.06568,-11.055,-7.0627,5.7605,-7.7504,0.0,-6.6992,6.9652,-1.1111,-5.9406,-0.98039,-9.967,-1.1054,-12.06,-5.1438,1.0152,-10.513,-5.0921,-7.8161
1.9048,-9.0452,-4.0924,9.644,-2.8243,3.0303,-10.602,9.9502,-2.0915,-3.9604,1.9608,-10.957,0.96718,-11.055,-4.1286,7.1066,-7.6282,0.93802,-12.742
3.8752,-4.0201,-0.13201,14.498,3.087,8.0808,-7.6748,11.94,-1.1111,-0.9901,6.8627,-8.9769,6.1485,-8.0402,-0.06768,10.152,-3.7821,0.93802,-12.742
5.8456,-1.005,0.85809,11.586,5.0575,6.0606,-5.7236,12.935,-0.13072,0.0,6.8627,-6.0066,6.1485,-4.0201,0.94755,7.1066,-0.89744,-1.072,-9.7865
3.8752,-5.0251,-2.1122,5.7605,1.1166,1.0101,-3.7724,8.9552,-2.0915,-3.9604,1.9608,-6.0066,3.0397,-6.0302,-1.0829,1.0152,-1.859,-0.067,-7.8161
2.89,-11.055,-7.0627,5.7605,-5.78,-3.0303,-3.7724,7.9602,-4.0523,-9.901,-0.98039,-8.9769,-2.1416,-10.05,-4.1286,-1.0152,-6.6667,-3.0821,-7.8161
2.89,-11.055,-6.0726,6.7314,-6.7652,0.0,-4.748,8.9552,-2.0915,-8.9109,0.98039,-8.9769,-0.06909,-10.05,-4.1286,2.0305,-7.6282,-4.0871,-6.8309
6.8309,-5.0251,-0.13201,8.6731,-2.8243,4.0404,-3.7724,11.94,0.84967,-2.9703,4.902,-6.0066,4.076,-5.0251,-0.06768,5.0761,-4.7436,0.93802,-3.8752
8.8013,1.005,5.8086,8.6731,2.1018,6.0606,-2.7967,12.935,2.8105,1.9802,7.8431,-1.0561,7.1848,1.005,6.0237,6.0914,0.0641,3.9531,0.06568
7.8161,5.0251,8.7789,5.7605,7.0279,5.0505,3.0569,9.9502,3.7908,4.9505,6.8627,3.8944,9.2573,5.0251,8.0541,4.0609,2.9487,2.9481,3.0213
11.757,8.0402,12.739,7.7023,8.0131,6.0606,10.862,12.935,4.7712,8.9109,10.784,9.835,14.439,9.0452,12.115,3.0457,5.8333,5.9631,8.9327
21.609,20.101,23.63,12.557,17.865,17.172,23.545,18.905,11.634,21.782,21.569,21.716,24.801,21.106,23.283,7.1066,15.449,14.003,20.755
8.8013,5.0251,12.739,6.7314,5.0575,8.0808,10.862,9.9502,4.7712,8.9109,9.8039,9.835,9.2573,8.0402,10.085,4.0609,1.9872,2.9481,6.9622
-4.9918,-3.0151,2.8383,-2.9773,-2.8243,-1.0101,0.13008,-1.99,-3.0719,-0.9901,-0.98039,1.9142,-2.1416,1.005,-0.06768,1.0152,-5.7051,-4.0871,-0.91954
-1.0509,8.0402,12.739,1.877,6.0427,6.0606,10.862,3.9801,5.7516,8.9109,7.8431,12.805,7.1848,13.065,11.1,8.1218,6.7949,2.9481,10.903
-0.06568,10.05,14.719,-0.06472,8.0131,7.0707,9.8862,4.9751,5.7516,10.891,8.8235,14.785,9.2573,16.08,13.13,9.1371,7.7564,4.9581,12.874
-2.0361,8.0402,11.749,-4.9191,5.0575,1.0101,4.0325,-0.99502,3.7908,9.901,3.9216,8.8449,5.1123,12.06,8.0541,6.0914,4.8718,3.9531,5.977
-4.0066,4.0201,9.769,-7.8317,1.1166,-1.0101,2.0813,-3.9801,0.84967,7.9208,0.98039,3.8944,4.076,8.0402,6.0237,2.0305,-0.89744,-3.0821,2.0361
-5.977,-1.005,6.7987,-6.8608,-0.85386,-1.0101,5.0081,-2.9851,1.8301,3.9604,0.0,1.9142,2.0035,4.0201,3.9932,2.0305,-2.8205,-7.1022,1.0509
-6.9622,-4.0201,4.8185,-3.9482,-2.8243,2.0202,8.9106,-1.99,3.7908,0.9901,0.0,2.9043,2.0035,2.0101,3.9932,5.0761,-2.8205,-8.1072,5.977
-4.9918,-3.0151,5.8086,-2.9773,-4.7947,4.0404,11.837,-0.99502,3.7908,0.9901,2.9412,7.8548,2.0035,4.0201,7.0389,7.1066,-2.8205,-6.0972,8.9327
-2.0361,3.0151,7.7888,-2.0065,1.1166,7.0707,12.813,0.0,7.7124,5.9406,4.902,10.825,5.1123,8.0402,12.115,8.1218,-0.89744,-0.067,4.9918
-4.0066,4.0201,4.8185,-4.9191,2.1018,3.0303,3.0569,-3.9801,6.732,3.9604,0.98039,5.8746,0.96718,6.0302,10.085,6.0914,-1.859,4.9581,-1.9048
-6.9622,0.0,0.85809,-5.89,0.13136,1.0101,0.13008,-4.9751,5.7516,-1.9802,-1.9608,0.92409,-3.1779,1.005,6.0237,5.0761,-3.7821,-4.0871,-6.8309
-7.9475,-6.0302,-4.0924,-3.9482,-5.78,2.0202,1.1057,-3.9801,5.7516,-8.9109,-2.9412,-1.0561,-3.1779,-3.0151,2.978,7.1066,-5.7051,-16.147,-5.8456
-4.9918,-8.0402,-3.1023,1.877,-9.7209,7.0707,3.0569,1.99,4.7712,-9.901,1.9608,3.8944,-0.06909,0.0,5.0085,11.168,-2.8205,-14.137,1.0509
-6.9622,-7.0352,-1.1221,-1.0356,-13.662,5.0505,3.0569,-1.99,1.8301,-8.9109,0.0,5.8746,-3.1779,2.0101,5.0085,8.1218,-5.7051,-10.117,3.0213
-10.903,-9.0452,-1.1221,-4.9191,-14.647,-1.0101,1.1057,-4.9751,-2.0915,-8.9109,-2.9412,3.8944,-8.3592,0.0,3.9932,2.0305,-8.5897,-11.122,0.06568
-5.977,-2.0101,1.8482,-1.0356,-3.8095,2.0202,5.9837,-1.99,3.7908,-0.9901,-0.98039,5.8746,-3.1779,3.0151,9.0694,6.0914,0.0641,-0.067,2.0361
-1.0509,3.0151,1.8482,1.877,8.0131,5.0505,7.935,2.9851,6.732,0.0,1.9608,4.8845,-0.06909,3.0151,11.1,8.1218,7.7564,5.9631,3.0213
3.8752,7.0352,0.85809,5.7605,18.851,8.0808,13.789,5.9701,7.7124,0.9901,4.902,7.8548,5.1123,5.0251,11.1,10.152,15.449,6.9682,9.9179
