C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-6.9622,-7.0352,-8.0528,-3.9482,-7.7504,-4.0404,-12.553,-5.9701,-8.9542,-11.881,-6.8627,-6.9967,-6.2867,-7.0352,-7.1743,-5.0761,-2.8205,-9.1122,-8.8013
-4.9918,-12.06,-8.0528,0.90615,-13.662,-1.0101,-9.626,0.0,-6.0131,-13.861,-3.9216,-6.0066,-4.2142,-8.0402,-6.1591,-3.0457,-3.7821,-15.142,-6.8309
-4.0066,-13.065,-7.0627,2.8479,-18.588,-1.0101,-7.6748,0.99502,-3.0719,-9.901,-2.9412,-5.0165,-0.06909,-7.0352,-4.1286,-3.0457,-5.7051,-15.142,-4.8604
-3.0213,-7.0352,-3.1023,0.90615,-18.588,-2.0202,-3.7724,-0.99502,-1.1111,-3.9604,-2.9412,-0.06601,-1.1054,-2.0101,0.94755,-4.0609,-4.7436,-8.1072,-0.91954
-1.0509,0.0,1.8482,-1.0356,-9.7209,1.0101,2.0813,-0.99502,2.8105,0.9901,-0.98039,4.8845,-0.06909,4.0201,6.0237,-3.0457,-0.89744,-5.0921,4.9918
-3.0213,5.0251,4.8185,-2.9773,-0.85386,0.0,4.0325,-2.9851,4.7712,2.9703,-0.98039,6.8647,-1.1054,5.0251,8.0541,-4.0609,1.0256,-5.0921,4.9918
-2.0361,14.07,10.759,-0.06472,8.9984,5.0505,8.9106,0.0,2.8105,10.891,2.9412,12.805,3.0397,12.06,11.1,-3.0457,8.7179,0.93802,9.9179
-3.0213,16.08,10.759,-1.0356,9.9836,2.0202,7.935,-1.99,-2.0915,9.901,1.9608,12.805,2.0035,14.07,8.0541,-5.0761,12.564,1.943,10.903
-4.9918,12.06,8.7789,-3.9482,6.0427,-2.0202,5.9837,-4.9751,-3.0719,4.9505,-1.9608,10.825,-1.1054,12.06,5.0085,-9.1371,12.564,-4.0871,11.888
-4.0066,8.0402,6.7987,-3.9482,0.13136,-3.0303,2.0813,-4.9751,-2.0915,2.9703,-0.98039,8.8449,-2.1416,11.055,3.9932,-7.1066,11.603,-2.0771,11.888
-3.0213,9.0452,8.7789,-2.9773,1.1166,-1.0101,-0.84553,-3.9801,-2.0915,6.9307,0.98039,7.8548,-0.06909,12.06,3.9932,-6.0914,10.641,-0.067,10.903
1.9048,17.085,13.729,-1.0356,8.0131,0.0,5.0081,-0.99502,-0.13072,13.861,3.9216,12.805,5.1123,19.095,6.0237,-5.0761,13.526,1.943,15.829
3.8752,24.121,17.69,-2.0065,15.895,-1.0101,10.862,-0.99502,0.84967,18.812,5.8824,17.756,7.1848,24.121,8.0541,-7.1066,19.295,8.9782,20.755
-0.06568,25.126,16.7,-3.9482,20.821,-2.0202,13.789,-2.9851,1.8301,16.832,4.902,17.756,4.076,24.121,9.0694,-8.1218,20.256,6.9682,19.77
0.91954,24.121,17.69,-2.0065,19.836,2.0202,12.813,0.99502,1.8301,15.842,8.8235,17.756,6.1485,24.121,12.115,-5.0761,19.295,4.9581,16.814
4.8604,22.111,19.67,1.877,15.895,7.0707,9.8862,3.9801,4.7712,15.842,10.784,18.746,10.294,24.121,14.146,0.0,17.372,7.9732,14.844
1.9048,11.055,14.719,0.90615,5.0575,4.0404,6.9593,1.99,2.8105,6.9307,6.8627,14.785,4.076,18.09,11.1,-2.0305,8.7179,3.9531,10.903
-3.0213,0.0,5.8086,-3.9482,-4.7947,1.0101,5.0081,-3.9801,-0.13072,-2.9703,0.98039,8.8449,-1.1054,9.0452,7.0389,-7.1066,1.9872,-7.1022,7.9475
-0.06568,-3.0151,3.8284,-0.06472,-6.7652,3.0303,5.9837,-0.99502,5.7516,-2.9703,2.9412,6.8647,0.96718,6.0302,8.0541,-1.0152,-0.89744,-7.1022,5.977
2.89,-5.0251,2.8383,1.877,-7.7504,5.0505,2.0813,0.0,5.7516,-0.9901,2.9412,4.8845,4.076,2.0101,8.0541,3.0457,-3.7821,-1.072,-0.91954
1.9048,-4.0201,5.8086,1.877,-4.7947,7.0707,4.0325,0.0,6.732,0.0,3.9216,6.8647,2.0035,3.0151,12.115,5.0761,-1.859,-1.072,-1.9048
-2.0361,1.005,7.7888,-1.0356,-1.8391,9.0909,10.862,-3.9801,8.6928,0.9901,2.9412,12.805,-0.06909,8.0402,15.161,3.0457,4.8718,-1.072,6.9622
-4.0066,3.0151,8.7789,-2.0065,-1.8391,8.0808,15.74,-5.9701,10.654,-0.9901,0.98039,16.766,-3.1779,10.05,15.161,3.0457,7.7564,-3.0821,12.874
-4.0066,-4.0201,2.8383,0.90615,-8.7356,8.0808,12.813,-4.9751,8.6928,-5.9406,0.0,11.815,-3.1779,4.0201,11.1,4.0609,1.0256,-4.0871,8.9327
-3.0213,-16.08,-3.1023,2.8479,-22.529,6.0606,4.0325,-0.99502,5.7516,-10.891,0.0,1.9142,-4.2142,-5.0251,3.9932,6.0914,-15.321,-7.1022,-2.89
-4.9918,-19.095,-4.0924,2.8479,-28.44,5.0505,-3.7724,-1.99,5.7516,-10.891,-1.9608,-3.0363,-4.2142,-9.0452,1.9628,5.0761,-22.051,-11.122,-11.757
-6.9622,-11.055,-3.1023,-0.06472,-17.603,3.0303,-5.7236,-5.9701,8.6928,-6.9307,-3.9216,-4.0264,-5.2504,-6.0302,1.9628,3.0457,-15.321,-10.117,-13.727
-2.0361,6.0302,1.8482,1.877,7.0279,4.0404,0.13008,-3.9801,10.654,4.9505,-0.98039,0.92409,-1.1054,2.0101,6.0237,5.0761,1.9872,2.9481,-6.8309
5.8456,22.111,8.7789,1.877,28.703,7.0707,11.837,-0.99502,12.614,13.861,2.9412,10.825,2.0035,12.06,13.13,6.0914,21.218,17.018,6.9622
5.8456,27.136,12.739,0.90615,34.614,8.0808,20.618,-2.9851,14.575,15.842,3.9216,16.766,0.96718,17.085,16.176,6.0914,29.872,21.039,17.8
1.9048,14.07,6.7987,-1.0356,20.821,4.0404,18.667,-4.9751,9.6732,6.9307,0.0,10.825,-1.1054,8.0402,8.0541,3.0457,17.372,14.003,12.874
-1.0509,-7.0352,-3.1023,-2.0065,0.13136,-2.0202,7.935,-2.9851,4.7712,-5.9406,-2.9412,-1.0561,-3.1779,-8.0402,-2.0981,-1.0152,-2.8205,-4.0871,0.06568
-3.0213,-24.121,-12.013,-2.9773,-18.588,-5.0505,-4.748,-3.9801,-0.13072,-14.851,-5.8824,-13.927,-6.2867,-21.106,-9.2047,-3.0457,-20.128,-12.127,-15.698
-4.9918,-29.146,-14.983,-2.0065,-26.47,-4.0404,-12.553,-4.9751,-1.1111,-18.812,-6.8627,-19.868,-8.3592,-25.126,-11.235,-1.0152,-23.974,-11.122,-21.609
-4.9918,-22.111,-12.013,-2.0065,-21.544,0.0,-16.455,-5.9701,-1.1111,-15.842,-4.902,-16.898,-5.2504,-18.09,-8.1895,-1.0152,-13.397,-8.1072,-14.713
-1.0509,-13.065,-9.0429,-2.0065,-10.706,0.0,-18.407,-1.99,-3.0719,-9.901,-1.9608,-14.917,-3.1779,-11.055,-8.1895,-3.0457,-2.8205,-0.067,-5.8456
-0.06568,-7.0352,-7.0627,-0.06472,-0.85386,1.0101,-14.504,-0.99502,-4.0523,-5.9406,-0.98039,-10.957,-0.06909,-8.0402,-7.1743,-4.0609,3.9103,-1.072,0.06568
2.89,-7.0352,-6.0726,0.90615,1.1166,-2.0202,-9.626,0.99502,-7.9739,-4.9505,0.0,-9.967,-0.06909,-9.0452,-8.1895,-5.0761,1.9872,-2.0771,-0.91954
0.91954,-11.055,-9.0429,-1.0356,-3.8095,-5.0505,-13.528,-1.99,-12.876,-6.9307,-3.9216,-14.917,-2.1416,-15.075,-13.266,-7.1066,-9.5513,-3.0821,-11.757
-1.0509,-10.05,-7.0627,-2.9773,-9.7209,-3.0303,-20.358,-1.99,-9.9346,-4.9505,-2.9412,-17.888,-3.1779,-16.08,-11.235,-6.0914,-18.205,-1.072,-19.639
0.91954,-5.0251,0.85809,-0.06472,-8.7356,3.0303,-22.309,0.0,-6.0131,3.9604,0.98039,-16.898,0.96718,-11.055,-4.1286,-3.0457,-20.128,4.9581,-22.594
3.8752,2.0101,5.8086,1.877,-2.8243,3.0303,-19.382,1.99,-6.0131,8.9109,3.9216,-11.947,4.076,-5.0251,-1.0829,-2.0305,-15.321,4.9581,-20.624
2.89,7.0352,6.7987,0.90615,4.0722,-1.0101,-10.602,-0.99502,-5.0327,8.9109,0.0,-4.0264,0.96718,1.005,0.94755,-5.0761,-6.6667,6.9682,-13.727
-2.0361,12.06,4.8185,-3.9482,10.969,-6.0606,3.0569,-4.9751,-0.13072,4.9505,-5.8824,3.8944,-6.2867,6.0302,1.9628,-6.0914,1.9872,2.9481,-3.8752
-6.9622,9.0452,2.8383,-5.89,10.969,-5.0505,10.862,-7.9602,4.7712,-0.9901,-7.8431,7.8548,-10.432,6.0302,2.978,-2.0305,4.8718,-6.0972,1.0509
-8.9327,-2.0101,-1.1221,-3.9482,2.1018,-4.0404,8.9106,-8.9552,4.7712,-6.9307,-7.8431,2.9043,-10.432,-1.005,-1.0829,0.0,-2.8205,-7.1022,-0.91954
-8.9327,-19.095,-9.0429,-3.9482,-16.617,-8.0808,1.1057,-5.9701,-3.0719,-14.851,-9.8039,-7.9868,-12.504,-13.065,-10.22,-5.0761,-15.321,-10.117,-7.8161
-6.9622,-32.161,-15.974,-3.9482,-32.381,-10.101,-8.6504,-3.9801,-7.9739,-20.792,-12.745,-16.898,-12.504,-23.116,-16.311,-9.1371,-24.936,-14.137,-14.713
-5.977,-39.196,-17.954,-1.0356,-41.248,-8.0808,-17.431,-2.9851,-8.9542,-23.762,-9.8039,-20.858,-12.504,-30.151,-14.281,-7.1066,-29.744,-14.137,-22.594
-4.9918,-32.161,-17.954,0.90615,-31.396,-4.0404,-17.431,-3.9801,-5.0327,-19.802,-8.8235,-20.858,-11.468,-29.146,-10.22,-1.0152,-21.09,-12.127,-19.639
-4.0066,-21.106,-16.964,-0.06472,-16.617,-6.0606,-12.553,-4.9751,-2.0915,-14.851,-6.8627,-18.878,-11.468,-24.121,-12.25,-2.0305,-9.5513,-6.0972,-12.742
-2.0361,-10.05,-14.983,-1.0356,-4.7947,-9.0909,-7.6748,-3.9801,-4.0523,-8.9109,-8.8235,-15.908,-8.3592,-17.085,-15.296,-6.0914,-1.859,-6.0972,-4.8604
-1.0509,-2.0101,-11.023,-1.0356,-0.85386,-11.111,-0.84553,-1.99,-5.0327,-3.9604,-8.8235,-9.967,-8.3592,-9.0452,-14.281,-8.1218,0.0641,-4.0871,2.0361
-3.0213,-2.0101,-9.0429,-2.9773,-5.78,-11.111,-3.7724,-4.9751,-6.9935,-1.9802,-8.8235,-8.9769,-7.323,-7.0352,-13.266,-8.1218,-4.7436,-2.0771,-1.9048
-0.06568,2.0101,-3.1023,-2.0065,-4.7947,-6.0606,-3.7724,-3.9801,-6.0131,3.9604,-2.9412,-6.0066,-3.1779,-4.0201,-8.1895,-6.0914,-1.859,-0.067,-1.9048
1.9048,5.0251,-1.1221,-1.0356,-3.8095,-5.0505,-9.626,-2.9851,-6.0131,8.9109,0.0,-6.9967,-1.1054,-4.0201,-9.2047,-8.1218,-1.859,4.9581,-9.7865
6.8309,8.0402,0.85809,0.90615,-1.8391,-7.0707,-14.504,1.99,-6.0131,11.881,0.98039,-7.9868,0.96718,-3.0151,-9.2047,-10.152,-1.859,7.9732,-15.698
9.7865,9.0452,1.8482,-0.06472,1.1166,-7.0707,-18.407,3.9801,-7.9739,12.871,0.0,-8.9769,3.0397,-2.0101,-8.1895,-12.183,-1.859,14.003,-16.683
8.8013,8.0402,1.8482,-1.0356,5.0575,-6.0606,-17.431,2.9851,-6.0131,9.901,0.0,-6.9967,2.0035,0.0,-4.1286,-9.1371,-0.89744,8.9782,-11.757
3.8752,5.0251,2.8383,-1.0356,7.0279,-4.0404,-8.6504,0.0,-1.1111,5.9406,0.98039,-3.0363,-1.1054,1.005,-2.0981,-5.0761,1.0256,2.9481,-3.8752
5.8456,3.0151,5.8086,4.7896,6.0427,2.0202,2.0813,2.9851,3.7908,4.9505,4.902,3.8944,2.0035,4.0201,1.9628,0.0,2.9487,5.9631,4.9918
9.7865,-4.0201,5.8086,6.7314,-1.8391,2.0202,5.0081,8.9552,-1.1111,3.9604,6.8627,3.8944,6.1485,2.0101,-0.06768,-3.0457,-2.8205,4.9581,3.0213
9.7865,-13.065,0.85809,3.8188,-11.691,-2.0202,-2.7967,6.9652,-4.0523,-2.9703,3.9216,-3.0363,5.1123,-5.0251,-4.1286,-7.1066,-10.513,0.93802,-3.8752
6.8309,-20.101,-3.1023,5.7605,-20.558,1.0101,-9.626,6.9652,-3.0719,-8.9109,3.9216,-9.967,0.96718,-12.06,-3.1134,-1.0152,-14.359,-5.0921,-9.7865
6.8309,-17.085,-0.13201,10.615,-18.588,11.111,-12.553,7.9602,1.8301,-5.9406,8.8235,-12.937,4.076,-12.06,2.978,10.152,-10.513,-0.067,-12.742
10.772,-9.0452,7.7888,13.528,-10.706,18.182,-11.577,10.945,4.7712,1.9802,15.686,-7.9868,8.2211,-6.0302,11.1,17.259,-4.7436,3.9531,-9.7865
10.772,-2.0101,10.759,12.557,-4.7947,16.162,-7.6748,10.945,2.8105,6.9307,14.706,-0.06601,9.2573,1.005,11.1,11.168,-0.89744,3.9531,-5.8456
10.772,7.0352,13.729,10.615,1.1166,12.121,0.13008,10.945,0.84967,10.891,13.725,9.835,9.2573,9.0452,12.115,5.0761,5.8333,2.9481,0.06568
10.772,15.075,18.68,10.615,6.0427,13.131,11.837,9.9502,5.7516,15.842,15.686,18.746,15.475,16.08,17.191,4.0609,11.603,6.9682,9.9179
10.772,15.075,17.69,8.6731,4.0722,13.131,18.667,6.9652,15.556,16.832,14.706,18.746,12.366,15.075,19.222,7.1066,9.6795,8.9782,10.903
10.772,10.05,12.739,8.6731,0.13136,13.131,11.837,6.9652,14.575,13.861,12.745,9.835,9.2573,9.0452,13.13,8.1218,3.9103,7.9732,4.9918
11.757,10.05,7.7888,7.7023,3.087,9.0909,-1.8211,8.9552,4.7712,11.881,9.8039,-1.0561,8.2211,4.0201,2.978,4.0609,2.9487,10.988,-2.89
12.742,13.065,3.8284,3.8188,12.939,0.0,-10.602,6.9652,-6.9935,13.861,4.902,-5.0165,7.1848,5.0251,-7.1743,-5.0761,7.7564,18.023,-3.8752
9.7865,13.065,3.8284,1.877,15.895,-7.0707,-10.602,4.9751,-13.856,11.881,1.9608,-1.0561,4.076,7.0352,-7.1743,-11.168,7.7564,12.998,-1.9048
10.772,16.08,11.749,3.8188,19.836,-1.0101,1.1057,5.9701,-5.0327,15.842,5.8824,9.835,9.2573,14.07,3.9932,-3.0457,10.641,12.998,7.9475
13.727,16.08,17.69,5.7605,16.88,6.0606,12.813,8.9552,6.732,17.822,10.784,15.776,12.366,17.085,12.115,3.0457,9.6795,15.008,11.888
14.713,8.0402,15.71,6.7314,9.9836,10.101,13.789,11.94,12.614,13.861,12.745,9.835,12.366,10.05,11.1,6.0914,4.8718,10.988,7.9475
10.772,0.0,7.7888,6.7314,3.087,7.0707,10.862,6.9652,13.595,5.9406,8.8235,-0.06601,8.2211,0.0,5.0085,7.1066,1.9872,5.9631,4.0066
7.8161,-6.0302,1.8482,5.7605,2.1018,2.0202,6.9593,5.9701,10.654,-1.9802,4.902,-5.0165,4.076,-7.0352,0.94755,7.1066,1.9872,0.93802,-0.91954
5.8456,-7.0352,-2.1122,4.7896,2.1018,0.0,6.9593,2.9851,8.6928,-5.9406,0.98039,-5.0165,2.0035,-10.05,0.94755,8.1218,1.9872,-0.067,-2.89
5.8456,-6.0302,-3.1023,4.7896,4.0722,0.0,9.8862,3.9801,7.7124,-7.9208,0.98039,-1.0561,2.0035,-9.0452,-0.06768,7.1066,5.8333,-1.072,3.0213
6.8309,-1.005,-0.13201,5.7605,7.0279,2.0202,13.789,4.9751,8.6928,-3.9604,2.9412,4.8845,5.1123,-2.0101,0.94755,5.0761,10.641,1.943,10.903
13.727,8.0402,10.759,8.6731,9.9836,10.101,19.642,10.945,10.654,6.9307,11.765,14.785,13.402,10.05,12.115,7.1066,14.487,3.9531,17.8
5.8456,-7.0352,1.8482,5.7605,-9.7209,7.0707,2.0813,4.9751,4.7712,-0.9901,4.902,1.9142,5.1123,-1.005,5.0085,9.1371,-7.6282,-8.1072,-1.9048
-0.06568,-13.065,-1.1221,4.7896,-20.558,5.0505,-11.577,0.0,1.8301,-3.9604,2.9412,-8.9769,-0.06909,-8.0402,0.94755,10.152,-19.167,-9.1122,-14.713
-2.0361,-10.05,-0.13201,4.7896,-20.558,7.0707,-15.48,0.99502,-0.13072,-0.9901,5.8824,-12.937,2.0035,-8.0402,0.94755,5.0761,-19.167,-5.0921,-16.683
-1.0509,-10.05,-2.1122,3.8188,-18.588,4.0404,-15.48,0.99502,0.84967,-3.9604,2.9412,-13.927,-1.1054,-9.0452,-3.1134,3.0457,-19.167,-3.0821,-17.668
0.91954,-4.0201,-1.1221,2.8479,-7.7504,2.0202,-3.7724,0.0,6.732,0.0,1.9608,-6.9967,0.96718,-4.0201,-1.0829,4.0609,-11.474,-0.067,-10.772
-0.06568,0.0,-1.1221,-2.9773,-0.85386,-4.0404,1.1057,-3.9801,8.6928,0.9901,-0.98039,-2.0462,-2.1416,-1.005,-0.06768,3.0457,-8.5897,1.943,-9.7865
1.9048,9.0452,6.7987,-2.9773,6.0427,0.0,8.9106,-2.9851,11.634,8.9109,0.98039,8.8449,0.96718,8.0402,8.0541,4.0609,0.0641,9.9832,0.06568
1.9048,12.06,11.749,-0.06472,8.9984,5.0505,8.9106,-1.99,8.6928,10.891,5.8824,11.815,2.0035,10.05,11.1,6.0914,1.9872,10.988,3.0213
-0.06568,7.0352,8.7789,1.877,5.0575,6.0606,2.0813,-0.99502,0.84967,7.9208,5.8824,5.8746,2.0035,4.0201,5.0085,5.0761,-0.89744,8.9782,1.0509
-1.0509,-1.005,-0.13201,2.8479,1.1166,1.0101,-4.748,0.0,-3.0719,0.9901,0.0,-3.0363,-1.1054,-4.0201,-4.1286,3.0457,-3.7821,0.93802,-2.89
-3.0213,-9.0452,-10.033,-1.0356,-3.8095,-8.0808,-12.553,-0.99502,-7.9739,-7.9208,-7.8431,-12.937,-6.2867,-12.06,-12.25,0.0,-7.6282,-5.0921,-9.7865
-5.977,-12.06,-15.974,-4.9191,-2.8243,-11.111,-17.431,-4.9751,-11.895,-12.871,-11.765,-19.868,-9.3955,-18.09,-16.311,-4.0609,-5.7051,-5.0921,-11.757
-6.9622,-14.07,-18.944,-4.9191,-2.8243,-11.111,-23.285,-4.9751,-12.876,-14.851,-10.784,-28.779,-10.432,-23.116,-21.387,-6.0914,-5.7051,-4.0871,-16.683
-3.0213,-14.07,-19.934,-3.9482,-3.8095,-8.0808,-22.309,-4.9751,-13.856,-11.881,-8.8235,-29.769,-6.2867,-24.121,-25.448,-8.1218,-6.6667,0.93802,-16.683
-1.0509,-12.06,-17.954,-0.06472,-6.7652,-8.0808,-12.553,0.99502,-9.9346,-9.901,-7.8431,-20.858,-7.323,-18.09,-23.418,-7.1066,-5.7051,-2.0771,-7.8161
-4.9918,-13.065,-15.974,-0.06472,-11.691,-9.0909,-3.7724,0.0,-7.9739,-10.891,-8.8235,-10.957,-7.323,-13.065,-19.357,-6.0914,-8.5897,-8.1072,-2.89
-4.0066,-12.06,-11.023,0.90615,-13.662,-8.0808,-2.7967,0.99502,-6.0131,-9.901,-4.902,-6.9967,-5.2504,-11.055,-14.281,-5.0761,-11.474,-7.1022,-3.8752
-0.06568,-9.0452,-7.0627,1.877,-10.706,-4.0404,-7.6748,1.99,-5.0327,-4.9505,-0.98039,-9.967,-0.06909,-11.055,-11.235,-4.0609,-12.436,-5.0921,-12.742
2.89,-4.0201,-3.1023,0.90615,-4.7947,-5.0505,-16.455,2.9851,-7.9739,-0.9901,0.98039,-13.927,2.0035,-10.05,-12.25,-6.0914,-11.474,-1.072,-20.624
0.91954,2.0101,-0.13201,-0.06472,4.0722,-4.0404,-14.504,0.99502,-9.9346,0.9901,0.0,-7.9868,2.0035,-3.0151,-9.2047,-6.0914,-5.7051,2.9481,-15.698
-1.0509,7.0352,0.85809,-2.9773,12.939,-6.0606,-2.7967,-0.99502,-6.9935,0.9901,-1.9608,1.9142,-1.1054,5.0251,-3.1134,-7.1066,1.9872,5.9631,0.06568
-3.0213,9.0452,1.8482,-5.89,14.91,-6.0606,7.935,-3.9801,-2.0915,-0.9901,-3.9216,9.835,-3.1779,9.0452,2.978,-9.1371,8.7179,1.943,14.844
-4.0066,4.0201,1.8482,-4.9191,8.9984,-6.0606,8.9106,-2.9851,-2.0915,-2.9703,-2.9412,8.8449,-5.2504,7.0352,5.0085,-8.1218,6.7949,-4.0871,13.859
-5.977,-6.0302,-0.13201,-2.9773,-2.8243,-4.0404,1.1057,-0.99502,-4.0523,-5.9406,-2.9412,-1.0561,-4.2142,-2.0101,-0.06768,-7.1066,-1.859,-8.1072,3.0213
-4.9918,-16.08,-5.0825,-0.06472,-12.677,-2.0202,-13.528,0.99502,-6.9935,-9.901,-1.9608,-15.908,-4.2142,-13.065,-7.1743,-3.0457,-10.513,-9.1122,-8.8013
-4.9918,-21.106,-7.0627,1.877,-18.588,0.0,-23.285,0.99502,-8.9542,-10.891,-0.98039,-22.838,-4.2142,-18.09,-9.2047,-1.0152,-18.205,-9.1122,-17.668
-1.0509,-14.07,-1.1221,2.8479,-11.691,3.0303,-16.455,1.99,-5.0327,-4.9505,1.9608,-14.917,0.96718,-12.06,-1.0829,0.0,-18.205,-3.0821,-16.683
-0.06568,-6.0302,2.8383,0.90615,-1.8391,2.0202,-4.748,1.99,-1.1111,-0.9901,1.9608,-4.0264,-0.06909,-4.0201,6.0237,-1.0152,-13.397,-0.067,-9.7865
-1.0509,-3.0151,2.8383,-1.0356,4.0722,-1.0101,5.0081,0.99502,-0.13072,-0.9901,-2.9412,0.92409,-3.1779,-1.005,6.0237,-5.0761,-8.5897,-0.067,-7.8161
-3.0213,-3.0151,2.8383,0.90615,3.087,-3.0303,6.9593,3.9801,-0.13072,-0.9901,-0.98039,-0.06601,-2.1416,-3.0151,3.9932,-5.0761,-7.6282,-2.0771,-11.757
-5.977,-4.0201,3.8284,0.90615,-0.85386,0.0,1.1057,0.99502,-1.1111,-0.9901,0.0,-4.0264,-0.06909,-4.0201,0.94755,-3.0457,-6.6667,-8.1072,-13.727
-4.0066,-3.0151,5.8086,1.877,-4.7947,3.0303,-1.8211,0.99502,-1.1111,0.0,3.9216,-3.0363,0.96718,-2.0101,3.9932,-1.0152,-6.6667,-8.1072,-9.7865
-1.0509,0.0,8.7789,3.8188,-6.7652,6.0606,0.13008,0.99502,1.8301,4.9505,6.8627,2.9043,5.1123,1.005,8.0541,0.0,-7.6282,-1.072,-4.8604
-1.0509,3.0151,10.759,2.8479,-5.78,5.0505,4.0325,1.99,4.7712,7.9208,6.8627,6.8647,4.076,6.0302,11.1,1.0152,-3.7821,-1.072,3.0213
-2.0361,7.0352,8.7789,0.90615,-0.85386,3.0303,4.0325,-0.99502,7.7124,8.9109,1.9608,7.8548,2.0035,9.0452,9.0694,3.0457,2.9487,0.93802,7.9475
-3.0213,10.05,5.8086,-2.0065,3.087,-1.0101,5.0081,-2.9851,6.732,6.9307,-3.9216,9.835,-5.2504,11.055,6.0237,2.0305,10.641,-0.067,12.874
-4.0066,7.0352,1.8482,-2.9773,6.0427,-1.0101,6.9593,-3.9801,5.7516,2.9703,-4.902,8.8449,-5.2504,9.0452,3.9932,3.0457,14.487,-0.067,16.814
-4.0066,-4.0201,-4.0924,-3.9482,1.1166,-3.0303,1.1057,-3.9801,-3.0719,-5.9406,-5.8824,0.92409,-6.2867,-3.0151,-2.0981,-1.0152,8.7179,-4.0871,10.903
-6.9622,-20.101,-12.013,-6.8608,-9.7209,-7.0707,-7.6748,-6.9652,-10.915,-16.832,-9.8039,-11.947,-9.3955,-19.095,-11.235,-5.0761,-6.6667,-10.117,-2.89
-4.9918,-23.116,-13.003,-3.9482,-14.647,-5.0505,-8.6504,-4.9751,-6.9935,-16.832,-7.8431,-17.888,-7.323,-22.111,-14.281,-4.0609,-14.359,-8.1072,-12.742
-3.0213,-20.101,-12.013,-2.9773,-15.632,-4.0404,-9.626,-3.9801,-3.0719,-12.871,-6.8627,-18.878,-4.2142,-19.095,-15.296,-1.0152,-15.321,-8.1072,-16.683
-3.0213,-14.07,-10.033,-3.9482,-8.7356,-5.0505,-9.626,-3.9801,-2.0915,-8.9109,-5.8824,-17.888,-4.2142,-14.07,-13.266,-3.0457,-13.397,-5.0921,-17.668
-2.0361,-4.0201,-5.0825,-2.9773,3.087,-2.0202,-9.626,-0.99502,-4.0523,-2.9703,-2.9412,-12.937,-2.1416,-7.0352,-7.1743,-3.0457,-3.7821,1.943,-12.742
2.89,7.0352,1.8482,-1.0356,19.836,1.0101,-4.748,1.99,-6.9935,4.9505,1.9608,-4.0264,3.0397,1.005,-1.0829,-3.0457,8.7179,11.993,-1.9048
5.8456,12.06,7.7888,2.8479,25.747,6.0606,0.13008,6.9652,-5.0327,8.9109,7.8431,1.9142,8.2211,7.0352,1.9628,0.0,14.487,14.003,2.0361
0.91954,3.0151,2.8383,2.8479,14.91,5.0505,-0.84553,4.9751,-2.0915,0.0,4.902,-3.0363,6.1485,2.0101,-2.0981,2.0305,5.8333,6.9682,-4.8604
-6.9622,-10.05,-5.0825,0.90615,-2.8243,-1.0101,-0.84553,2.9851,-3.0719,-11.881,-0.98039,-7.9868,-3.1779,-7.0352,-7.1743,-1.0152,-6.6667,-7.1022,-11.757
-10.903,-15.075,-7.0627,-0.06472,-11.691,-3.0303,0.13008,-0.99502,-4.0523,-14.851,-3.9216,-8.9769,-4.2142,-11.055,-6.1591,-2.0305,-13.397,-15.142,-12.742
-8.9327,-14.07,-8.0528,-2.9773,-11.691,-5.0505,-1.8211,-1.99,-6.0131,-11.881,-3.9216,-8.9769,-6.2867,-12.06,-7.1743,-4.0609,-10.513,-12.127,-8.8013
-5.977,-5.0251,-6.0726,-3.9482,-1.8391,-4.0404,1.1057,-2.9851,-6.0131,-6.9307,-3.9216,-5.0165,-3.1779,-8.0402,-6.1591,-5.0761,0.0641,-6.0972,2.0361
-3.0213,6.0302,-2.1122,-1.0356,10.969,-4.0404,6.9593,1.99,-2.0915,-1.9802,-0.98039,1.9142,-1.1054,2.0101,-4.1286,-2.0305,14.487,-1.072,12.874
-2.0361,10.05,-2.1122,-2.0065,15.895,-5.0505,10.862,1.99,-0.13072,-1.9802,-3.9216,4.8845,-0.06909,7.0352,-3.1134,-3.0457,19.295,-2.0771,17.8
-7.9475,3.0151,-4.0924,-5.89,11.954,-9.0909,7.935,-1.99,-4.0523,-6.9307,-6.8627,2.9043,-5.2504,3.0151,-4.1286,-7.1066,16.41,-7.1022,13.859
-9.9179,-5.0251,-5.0825,-5.89,5.0575,-6.0606,6.9593,-3.9801,-6.0131,-9.901,-6.8627,1.9142,-7.323,-1.005,-2.0981,-8.1218,12.564,-7.1022,13.859
-5.977,-8.0402,-4.0924,-3.9482,-0.85386,-3.0303,5.9837,-0.99502,-6.0131,-9.901,-3.9216,1.9142,-4.2142,-3.0151,0.94755,-6.0914,9.6795,-3.0821,14.844
-1.0509,-5.0251,-1.1221,0.90615,-6.7652,-1.0101,1.1057,4.9751,-4.0523,-2.9703,0.0,0.92409,0.96718,-2.0101,-1.0829,-5.0761,4.8718,-3.0821,10.903
2.89,2.0101,3.8284,2.8479,-6.7652,0.0,-4.748,6.9652,-5.0327,6.9307,2.9412,-0.06601,5.1123,4.0201,-1.0829,-4.0609,1.9872,0.93802,4.9918
