C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
16.051001,13.397,15.61,25.49,16.504999,20.194,15.459,13.462,6.7314,25.49,16.504999,22.771999,0.94787,-1.9777,6.7302,2.8986,3.8462,7.5279,0.06319,5.8537,-3.9744
2.7804,10.54,1.9512,10.784,16.504999,9.5146,10.628,5.7327,6.7314,10.784,16.504999,15.842,0.0,-3.8915,-2.7937,-1.9324,-2.8846,3.7002,1.0111,3.9024,-6.859
-7.6461,1.9683,-6.8293,-1.9608,5.8252,-1.165,0.0,-2.963,0.90615,-1.9608,5.8252,0.9901,7.5829,2.807,-2.7937,-1.9324,0.0,-1.0845,0.06319,1.9512,-2.0513
-5.7504,-6.6032,-5.8537,2.9412,-5.8252,-8.932,-5.7971,-3.9291,-2.9773,2.9412,-5.8252,-8.9109,7.5829,7.5917,1.9683,0.96618,3.8462,2.7432,1.9589,-0.97561,5.641
1.8325,-3.746,0.0,2.9412,0.0,-3.1068,-1.9324,0.90177,-1.0356,2.9412,0.0,-2.9703,6.6351,9.5056,3.873,3.8647,5.7692,2.7432,-0.88468,-0.97561,8.5256
5.624,5.7778,5.8537,12.745,9.7087,2.7184,7.7295,8.6312,5.7605,12.745,9.7087,7.9208,-3.7915,3.764,0.06349,6.7633,5.7692,1.7863,2.9068,-9.7561,3.7179
4.6761,8.6349,3.9024,22.549,16.504999,10.485,8.6957,8.6312,8.6731,22.549,16.504999,10.891,-9.4787,-5.8054,-1.8413,5.7971,1.9231,3.7002,1.9589,-9.7561,-1.0897
3.7283,7.6825,1.9512,7.8431,16.504999,13.398,8.6957,6.6989,9.644,7.8431,16.504999,8.9109,-4.7393,-5.8054,1.0159,5.7971,0.96154,2.7432,8.594,-2.9268,1.7949
6.5719,3.873,2.9268,6.8627,6.7961,4.6602,6.7633,6.6989,7.7023,6.8627,6.7961,3.9604,0.94787,-4.8485,7.6825,4.8309,3.8462,2.7432,9.5419,3.9024,-2.0513
10.363,-2.7937,5.8537,15.686,-3.8835,0.7767,-0.96618,7.6651,-0.06472,15.686,-3.8835,0.9901,7.5829,-3.8915,14.349,2.8986,7.6923,2.7432,-1.8325,11.707,-3.9744
