C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-1.3902,5.8692,9.1707,8.4314,7.2607,7.5447,3.252,3.1715,3.187,8.4314,7.2607,9.9502,-6.9841,-3.873,-3.6825,2.5765,-1.868,13.977,10.921,-6.5681,10.177
3.6651,7.1451,11.772,9.7386,10.561,9.4959,7.8049,5.7605,8.3902,9.7386,10.561,13.267,-6.3492,-3.2381,-1.7778,1.2882,-0.57971,-15.652,9.6508,-7.8818,3.0918
1.1374,3.3174,8.5203,7.1242,9.901,5.5935,7.8049,1.877,9.0407,7.1242,9.901,9.9502,-5.0794,-3.873,-1.7778,-0.64412,-0.57971,-27.246,8.381,-8.5386,-0.12882
-1.3902,1.4035,3.9675,4.5098,9.2409,2.3415,8.4553,-2.0065,9.6911,4.5098,9.2409,6.6335,0.63492,-1.3333,0.12698,2.5765,1.9968,-20.805,7.1111,-4.5977,6.9565
-10.237,-0.51037,-0.58537,1.8954,3.9604,-2.2114,5.8537,-5.89,7.0894,1.8954,3.9604,0.66335,2.5397,2.4762,-4.3175,4.5089,1.3527,-15.652,9.6508,-6.5681,8.2448
-8.9731,1.4035,-0.58537,3.2026,2.6403,-0.26016,5.2033,-1.3592,7.0894,3.2026,2.6403,0.66335,6.3492,6.2857,-3.0476,7.0853,3.9291,1.7391,5.8413,-2.6273,7.6006
-3.2859,-2.4242,-3.8374,-0.06536,3.3003,-0.91057,1.3008,-0.71197,4.4878,-0.06536,3.3003,-2.6534,7.619,4.381,1.3968,4.5089,3.9291,1.7391,5.8413,3.2841,6.9565
-3.2859,-5.614,-8.3902,-2.0261,2.6403,-2.2114,-2.6016,-1.3592,1.8862,-2.0261,2.6403,-5.9701,8.254,1.8413,3.9365,3.8647,2.6409,9.4686,8.381,6.5681,9.533
-8.9731,-9.4418,-17.496,-5.2941,-3.3003,-6.1138,-9.1057,-2.0065,-3.3171,-5.2941,-3.3003,-13.267,0.63492,-5.1429,-3.0476,-3.2206,-5.7327,-8.5668,-0.50794,0.0,4.38
-9.6051,-5.614,-15.545,-4.6405,-1.3201,-6.1138,-7.1545,1.877,-3.3171,-4.6405,-1.3201,-12.604,-1.2698,-7.0476,-4.3175,-3.2206,-6.3768,-4.7021,-3.0476,1.9704,1.1594
-6.4455,-1.1483,-7.0894,1.8954,3.9604,-3.5122,-3.252,7.7023,-0.06504,1.8954,3.9604,-8.6235,4.4444,-1.9683,-0.50794,1.9324,-1.868,13.977,2.0317,7.8818,4.38
-5.8136,-9.4418,-10.341,-3.3333,-7.9208,-8.7154,-11.057,2.5243,-7.8699,-3.3333,-7.9208,-15.257,-1.2698,-6.4127,-4.9524,-5.7971,-8.9533,4.3156,-10.032,1.9704,-5.9259
-0.75829,-10.08,-9.0407,-6.6013,-11.221,-6.1138,-11.057,2.5243,-10.472,-6.6013,-11.221,-14.594,-5.0794,-8.3175,-3.6825,-7.7295,-8.9533,-9.2109,-13.841,-4.5977,-11.723
-0.12638,-4.9761,-6.439,-5.9477,-5.2805,-1.561,-2.6016,2.5243,-7.2195,-5.9477,-5.2805,-9.2869,-4.4444,-9.5873,-0.50794,-4.5089,-4.4444,-9.2109,-8.127,-3.2841,-3.3494
1.7694,-0.51037,-1.8862,1.2418,4.6205,2.3415,1.9512,7.7023,0.58537,1.2418,4.6205,-3.9801,-3.1746,-9.5873,1.3968,-3.8647,-1.868,19.129999,-2.4127,6.5681,-5.2818
-3.2859,-3.7002,-1.8862,-0.71895,6.6007,-1.561,-3.252,3.8188,1.2358,-0.71895,6.6007,-5.9701,-9.5238,-14.667,-5.5873,-10.95,-7.6651,22.351,-8.127,-1.9704,-14.944
-7.7093,-10.718,-5.1382,-7.9085,-0.66007,-7.4146,-7.8049,-2.0065,-5.2683,-7.9085,-0.66007,-9.9502,-16.507999,-17.205999,-11.302,-15.459,-12.818,12.689,-13.206,-10.509,-16.875999
-8.3412,-12.632,-5.1382,-9.2157,-2.6403,-8.065,-5.8537,-4.5955,-6.5691,-9.2157,-2.6403,-9.2869,-19.048,-16.570999,-13.206,-17.391001,-14.75,-14.364,-15.111,-8.5386,-14.944
-6.4455,-10.718,-1.8862,-5.2941,-1.9802,-3.5122,-1.9512,-5.2427,-3.3171,-5.2941,-1.9802,-3.3167,-17.143,-13.397,-11.937,-16.747,-12.174,-32.398998,-13.206,-11.166,-14.3
-5.8136,-8.8038,0.06504,-2.6797,0.66007,-0.91057,0.65041,-4.5955,-0.06504,-2.6797,0.66007,1.99,-8.254,-6.4127,-8.7619,-12.882,-8.3092,5.6039,-10.032,-5.9113,-9.1465
-5.8136,-2.4242,0.71545,-0.06536,7.9208,-1.561,4.5528,-4.5955,6.439,-0.06536,7.9208,4.6434,1.9048,0.57143,-4.9524,-7.0853,-5.0886,28.792,-2.4127,0.65681,-2.0612
-2.654,-1.7863,0.06504,-0.71895,13.201,-2.2114,4.5528,-6.5372,8.3902,-0.71895,13.201,3.9801,6.3492,1.2063,-2.4127,-5.7971,-4.4444,-1.4815,5.8413,1.9704,0.5153
6.1927,5.2313,7.8699,5.1634,16.502001,5.5935,11.057,-2.6537,13.593,5.1634,16.502001,11.277,14.603,6.2857,5.2063,0.64412,3.285,-9.2109,13.46,5.2545,6.3124
5.5608,6.5072,9.8211,3.8562,11.881,4.9431,11.707,-4.5955,11.642,3.8562,11.881,9.9502,13.333,5.0159,4.5714,1.2882,3.9291,-24.025999,3.3016,3.9409,3.7359
-3.2859,6.5072,9.1707,-0.06536,7.2607,-2.8618,7.8049,-10.421,8.3902,-0.06536,7.2607,5.3068,8.254,5.6508,-0.50794,3.2206,3.285,3.0274,-1.1429,2.6273,4.38
-5.1817,12.887,12.423,0.58824,9.901,-4.1626,9.7561,-9.7735,14.244,0.58824,9.901,6.6335,4.4444,5.6508,-3.0476,4.5089,2.6409,4.9597,2.0317,0.0,5.6683
-7.7093,5.8692,7.2195,-5.9477,2.6403,-6.7642,7.8049,-12.362,10.992,-5.9477,2.6403,1.99,-3.1746,-1.3333,-8.7619,-2.5765,-3.8003,8.1804,5.8413,-5.9113,-2.7053
-7.7093,-3.7002,-0.58537,-8.5621,-2.6403,-8.7154,1.3008,-10.421,3.187,-8.5621,-2.6403,-3.3167,-8.254,-5.1429,-11.302,-6.4412,-8.9533,-6.6345,7.1111,-11.166,-3.3494
-3.2859,-4.9761,-3.8374,-5.2941,5.2805,-6.7642,-0.65041,-5.2427,4.4878,-5.2941,5.2805,-4.6434,-11.429,-5.7778,-10.667,-5.7971,-9.5974,-34.332001,0.12698,-15.107,-1.4171
-3.2859,-3.7002,-1.8862,-0.71895,12.541,-4.1626,1.9512,-0.06472,10.992,-0.71895,12.541,-2.6534,-10.794,-3.873,-8.7619,-2.5765,-7.6651,-7.9227,3.9365,-11.823,2.4477
-2.0221,-3.7002,1.3659,-0.71895,6.6007,-4.1626,0.65041,1.2298,10.341,-0.71895,6.6007,-3.3167,-9.5238,-4.5079,-6.2222,-3.2206,-7.0209,13.977,2.6667,-7.225,1.8035
