C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
4.9686,5.1429,3.2362,-13.592,0.65041,1.0897,3.2206,3.141,-3.285,-13.592,0.65041,-1.3136,-1.2698,5.0399,4.5079,7.6923,4.5089,-10.385,-7.5556,1.9608,8.8462
1.8239,-2.4762,-1.9417,-10.356,-2.6016,3.0128,-4.5089,4.4231,-9.0821,-10.356,-2.6016,-3.9409,-5.7143,-3.8915,-0.57143,-1.2821,-3.2206,-0.12821,3.873,-3.9216,0.51282
3.0818,-3.746,-2.589,5.178,-1.3008,3.0128,-10.95,1.2179,-2.6409,5.178,-1.3008,-3.9409,-5.0794,-5.1675,-1.2063,-2.5641,-4.5089,8.8462,6.4127,-3.268,-1.4103
7.4843,1.3333,1.2945,14.887,0.0,6.2179,-1.9324,8.2692,-1.9968,14.887,0.0,0.0,-1.9048,-2.6156,2.6032,1.9231,-0.64412,12.051,-6.2857,1.9608,1.1538
6.8553,3.873,2.589,9.0615,-0.65041,9.4231,3.8647,11.474,-3.285,9.0615,-0.65041,3.2841,1.2698,-0.70175,2.6032,0.64103,-0.64412,14.615,-22.794001,4.5752,-0.12821
7.4843,1.3333,2.589,11.65,-6.5041,10.064,4.5089,4.4231,-2.6409,11.65,-6.5041,3.9409,2.5397,-0.0638,1.9683,-1.9231,-1.9324,13.974,-12.635,5.8824,-2.6923
1.195,-6.2857,-4.5307,-7.1197,-20.813,-0.19231,-2.5765,-31.474001,-12.947,-7.1197,-20.813,-3.9409,-2.5397,-3.2536,-3.1111,-8.3333,-8.3736,-15.513,1.3333,-0.65359,-5.2564
-10.126,-10.095,-12.298,-7.767,-18.862,-15.577,-8.3736,-7.1154,-23.253,-7.767,-18.862,-13.136,-3.8095,-3.8915,-9.4603,-12.821,-12.882,0.51282,-6.2857,-3.268,-7.1795
-12.642,-6.9206,-13.592,-14.239,-7.1545,-13.654,-10.95,9.5513,-20.032,-14.239,-7.1545,-11.823,-1.9048,-1.9777,-10.73,-11.538,-13.527,13.974,-19.618999,2.6144,-0.76923
-9.4969,-9.4603,-13.592,-22.653999,0.65041,-5.3205,-9.0177,-7.1154,-3.285,-22.653999,0.65041,-6.5681,0.63492,-3.2536,-9.4603,-15.385,-14.171,12.692,-6.9206,4.5752,-4.6154
