C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-15.292,-8.4444,-15.469,-11.765,-3.9409,-18.615,-14.563,-3.9482,-2.9773,-11.765,-3.9409,-15.92,-8.5714,-6.7302,-11.302,-4.8077,-12.496,10.499,1.0742,-7.8818,2.7564
1.7694,-1.7778,-9.644,-1.9608,-3.9409,-12.818,-10.68,1.877,-2.9773,-1.9608,-3.9409,-10.945,-3.8095,-1.9683,-2.7302,1.9231,-4.7665,-4.9597,3.9179,-2.9557,7.5641
-8.6572,-0.8254,-9.644,-7.8431,-5.9113,-15.717,-9.7087,-6.8608,-4.9191,-7.8431,-5.9113,-13.93,-2.8571,-1.0159,-3.6825,2.8846,-2.8341,3.7359,2.97,-1.9704,4.6795
-13.397,-0.8254,-7.7023,-9.8039,-4.9261,-15.717,-9.7087,-22.395,-2.0065,-9.8039,-4.9261,-13.93,-3.8095,-1.9683,-3.6825,3.8462,-1.868,-12.689,2.97,-4.9261,3.7179
-2.0221,2.0317,-1.877,-7.8431,0.98522,-7.9871,-3.8835,-11.715,1.877,-7.8431,0.98522,-6.9652,1.9048,2.7937,2.0317,6.7308,3.9291,-23.316999,2.97,0.98522,6.6026
-6.7615,1.0794,-5.7605,-7.8431,0.0,-9.9195,-4.8544,3.8188,3.8188,-7.8431,0.0,-6.9652,2.8571,2.7937,-0.8254,5.7692,1.9968,0.83736,-2.7172,0.98522,3.7179
-2.97,1.0794,-6.7314,-3.9216,0.0,-3.1562,-2.9126,-2.9773,1.877,-3.9216,0.0,-4.9751,3.8095,1.8413,-1.7778,3.8462,1.0306,4.7021,0.12638,0.0,1.7949
-8.6572,2.9841,-4.7896,0.0,2.9557,-3.1562,0.97087,-2.9773,1.877,0.0,2.9557,-0.99502,3.8095,-0.06349,-2.7302,2.8846,1.0306,6.6345,3.9179,0.0,0.83333
-10.553,2.9841,-2.8479,2.9412,7.8818,-10.886,3.8835,5.7605,4.7896,2.9412,7.8818,0.99502,-0.95238,-2.9206,-5.5873,0.96154,-0.90177,1.8035,4.8657,-5.9113,0.83333
-6.7615,0.12698,-1.877,5.8824,8.867,-4.1224,4.8544,7.7023,5.7605,5.8824,8.867,2.9851,-3.8095,-5.7778,-6.5397,-3.8462,-3.8003,-13.655,2.97,-8.867,-3.0128
-2.0221,-2.7302,-2.8479,3.9216,7.8818,-0.25765,2.9126,-5.89,5.7605,3.9216,7.8818,1.99,-2.8571,-5.7778,-4.6349,-5.7692,-3.8003,-4.9597,0.12638,-4.9261,-3.9744
4.613,-1.7778,0.06472,0.0,2.9557,6.5056,2.9126,1.877,1.877,0.0,2.9557,3.9801,1.9048,-1.9683,1.0794,-4.8077,0.06441,-21.385,-5.5608,0.0,-4.9359
16.934999,0.12698,3.9482,-3.9216,4.9261,12.303,6.7961,-13.657,1.877,-3.9216,4.9261,7.9602,2.8571,-0.06349,5.8413,-4.8077,1.9968,-16.554001,-9.3523,0.98522,-5.8974
1.7694,-0.8254,2.9773,-0.98039,6.8966,3.6071,6.7961,-3.9482,0.90615,-0.98039,6.8966,7.9602,0.0,0.88889,2.0317,-4.8077,1.0306,11.465,-6.5087,-2.9557,-3.9744
1.7694,-4.6349,-0.90615,2.9412,1.9704,-1.2238,1.9417,4.7896,-6.8608,2.9412,1.9704,2.9851,-2.8571,-1.0159,-0.8254,-6.7308,-0.90177,2.7697,-5.5608,-4.9261,-5.8974
-2.0221,-5.5873,-4.7896,6.8627,5.9113,-1.2238,-1.9417,8.6731,-6.8608,6.8627,5.9113,-0.99502,-3.8095,-1.9683,-1.7778,-4.8077,-1.868,4.7021,-3.6651,-4.9261,-3.0128
-5.8136,-1.7778,-4.7896,4.902,5.9113,-3.1562,-2.9126,-0.06472,-1.0356,4.902,5.9113,-2.9851,-3.8095,0.88889,-0.8254,0.0,1.0306,3.7359,2.97,-2.9557,-0.12821
-0.12638,1.0794,-2.8479,0.0,2.9557,-3.1562,-2.9126,-11.715,-2.0065,0.0,2.9557,-4.9751,-1.9048,2.7937,2.0317,4.8077,3.9291,-5.9259,3.9179,-0.98522,1.7949
6.5087,8.6984,2.0065,0.0,-1.9704,-4.1224,-2.9126,-1.0356,-3.9482,0.0,-1.9704,-5.9701,3.8095,9.4603,8.6984,13.462,11.659,-6.8921,4.8657,7.8818,8.5256
-0.12638,11.556,2.9773,-2.9412,-2.9557,-5.0886,-1.9417,-9.7735,-1.0356,-2.9412,-2.9557,-8.9552,4.7619,12.317,7.746,18.268999,13.591,-2.0612,7.7093,4.9261,14.295
-7.7093,10.603,1.0356,-2.9412,0.0,-11.852,-3.8835,-4.9191,1.877,-2.9412,0.0,-10.945,6.6667,13.27,5.8413,18.268999,13.591,-0.12882,5.8136,0.0,14.295
-0.12638,9.6508,2.9773,0.98039,-0.98522,-7.0209,-4.8544,3.8188,-2.9773,0.98039,-0.98522,-8.9552,11.429,17.079,9.6508,20.191999,15.523,9.533,7.7093,5.9113,17.179001
0.82148,5.8413,0.06472,2.9412,-5.9113,-4.1224,-8.7379,8.6731,-10.744,2.9412,-5.9113,-8.9552,9.5238,15.175,9.6508,17.308001,13.591,9.533,3.9179,5.9113,13.333
10.3,2.0317,0.06472,-0.98039,-8.867,-7.9871,-12.621,-2.9773,-10.744,-0.98039,-8.867,-10.945,10.476,15.175,12.508,15.385,11.659,-0.12882,1.0742,6.8966,10.449
2.7172,-0.8254,-1.877,-3.9216,-7.8818,-8.9533,-13.592,-2.0065,-8.8026,-3.9216,-7.8818,-11.94,14.286,15.175,12.508,13.462,11.659,4.7021,-1.7694,12.808,9.4872
-3.9179,-2.7302,-1.877,-1.9608,-2.9557,-6.0548,-11.65,4.7896,-6.8608,-1.9608,-2.9557,-8.9552,13.333,13.27,10.603,10.577,9.7262,1.8035,-5.5608,11.823,6.6026
5.5608,-2.7302,2.9773,0.98039,0.0,7.4718,-2.9126,5.7605,-6.8608,0.98039,0.0,0.0,13.333,13.27,12.508,7.6923,9.7262,1.8035,-5.5608,10.837,4.6795
7.4566,-1.7778,4.9191,3.9216,3.9409,12.303,5.8252,-1.0356,-2.0065,3.9216,3.9409,5.9701,8.5714,9.4603,9.6508,2.8846,6.8277,2.7697,-5.5608,3.9409,1.7949
7.4566,-2.7302,3.9482,0.0,2.9557,-0.25765,5.8252,0.90615,-2.9773,0.0,2.9557,2.9851,3.8095,2.7937,4.8889,-3.8462,1.0306,-4.9597,-8.4044,-0.98522,-5.8974
-2.0221,-4.6349,-1.877,-2.9412,0.98522,-6.0548,0.97087,2.8479,-3.9482,-2.9412,0.98522,0.0,-1.9048,-3.873,-1.7778,-10.577,-7.6651,-1.095,-7.4566,-4.9261,-11.667
-7.7093,-7.4921,-6.7314,-6.8627,-1.9704,-3.1562,-2.9126,-11.715,-3.9482,-6.8627,-1.9704,-1.99,-12.381,-12.444,-12.254,-16.346001,-16.361,-11.723,-6.5087,-16.749001,-13.59
-12.449,-7.4921,-9.644,-3.9216,-1.9704,1.6747,-2.9126,-7.8317,-2.9773,-3.9216,-1.9704,0.0,-16.190001,-14.349,-17.968,-17.308001,-20.225,-27.181999,-0.82148,-19.704,-10.705
-10.553,-8.4444,-8.6731,0.0,1.9704,2.6409,1.9417,-7.8317,-0.06472,0.0,1.9704,2.9851,-14.286,-14.349,-17.968,-17.308001,-19.259001,-20.419001,6.7615,-16.749001,-6.859
-5.8136,-6.5397,-5.7605,5.8824,1.9704,-6.0548,2.9126,-3.9482,5.7605,5.8824,1.9704,1.99,-11.429,-10.54,-15.111,-13.462,-15.395,-8.8245,11.501,-14.778,-3.9744
-5.8136,-2.7302,-0.90615,-1.9608,2.9557,-2.19,3.8835,-18.511,6.7314,-1.9608,2.9557,1.99,-8.5714,-6.7302,-11.302,-8.6538,-9.5974,-3.9936,10.553,-8.867,-0.12821
-12.449,0.12698,-1.877,-11.765,-1.9704,-10.886,-1.9417,-20.452999,5.7605,-11.765,-1.9704,-5.9701,-5.7143,-3.873,-9.3968,-3.8462,-4.7665,-2.0612,7.7093,-3.9409,2.7564
-17.188,2.0317,-4.7896,-12.745,-4.9261,-21.514,-4.8544,-4.9191,4.7896,-12.745,-4.9261,-11.94,-2.8571,-0.06349,-7.4921,1.9231,0.06441,-5.9259,5.8136,-0.98522,4.6795
-2.0221,2.9841,-0.90615,-8.8235,-8.867,-10.886,-5.8252,2.8479,0.90615,-8.8235,-8.867,-9.9502,6.6667,7.5556,2.9841,8.6538,7.7939,-10.757,5.8136,5.9113,8.5256
3.6651,2.9841,2.9773,-7.8431,-9.8522,-5.0886,-6.7961,-3.9482,-3.9482,-7.8431,-9.8522,-8.9552,13.333,12.317,10.603,13.462,14.557,-6.8921,2.97,12.808,11.41
7.4566,2.9841,3.9482,-9.8039,-10.837,-1.2238,-5.8252,-32.104,-4.9191,-9.8039,-10.837,-7.9602,17.143,16.127001,14.413,16.346001,18.422001,4.7021,-2.7172,13.793,10.449
10.3,4.8889,4.9191,-13.725,-10.837,-6.0548,-2.9126,-10.744,-3.9482,-13.725,-10.837,-5.9701,20.0,18.983999,18.222,18.268999,21.32,-1.095,-2.7172,18.719,12.372
1.7694,4.8889,2.9773,-14.706,-11.823,-13.784,-3.8835,6.7314,-4.9191,-14.706,-11.823,-7.9602,20.952,17.079,16.316999,17.308001,20.354,-2.0612,-4.613,16.749001,12.372
-2.97,2.9841,2.9773,-9.8039,-10.837,-8.9533,-4.8544,-6.8608,-6.8608,-9.8039,-10.837,-7.9602,20.0,17.079,14.413,15.385,19.388,6.6345,-2.7172,16.749001,9.4872
7.4566,2.0317,2.9773,-5.8824,-9.8522,0.70853,-3.8835,-5.89,-4.9191,-5.8824,-9.8522,-5.9701,20.952,17.079,17.27,15.385,18.422001,8.5668,2.0221,17.733999,10.449
-1.0742,-0.8254,-0.90615,0.0,-5.9113,-1.2238,-3.8835,13.528,-3.9482,0.0,-5.9113,-3.9801,16.190001,14.222,11.556,10.577,12.625,15.33,0.12638,14.778,10.449
-2.97,-2.7302,-1.877,0.0,-3.9409,0.70853,-1.9417,11.586,-4.9191,0.0,-3.9409,0.0,12.381,10.413,5.8413,5.7692,6.8277,6.6345,-0.82148,9.8522,6.6026
0.82148,-2.7302,-0.90615,-3.9216,-1.9704,7.4718,0.97087,-7.8317,-6.8608,-3.9216,-1.9704,2.9851,8.5714,7.5556,3.9365,1.9231,3.9291,8.5668,-6.5087,7.8818,1.7949
-1.0742,-10.349,-7.7023,-5.8824,-0.98522,1.6747,-0.97087,-9.7735,-0.06472,-5.8824,-0.98522,-0.99502,0.0,-1.9683,-4.6349,-7.6923,-6.6989,-0.12882,-11.248,-0.98522,-4.9359
-0.12638,-13.206,-10.615,-2.9412,-0.98522,1.6747,-1.9417,-11.715,4.7896,-2.9412,-0.98522,-1.99,-5.7143,-7.6825,-8.4444,-14.423,-12.496,-9.7907,-12.196,-2.9557,-10.705
-9.6051,-13.206,-12.557,-1.9608,-0.98522,-3.1562,-1.9417,0.90615,3.8188,-1.9608,-0.98522,-2.9851,-9.5238,-13.397,-14.159,-18.268999,-17.327,0.83736,-11.248,-6.8966,-14.551
-2.97,-12.254,-9.644,-4.902,-0.98522,0.70853,-1.9417,-2.0065,3.8188,-4.902,-0.98522,-0.99502,-13.333,-17.205999,-15.111,-20.191999,-19.259001,-1.095,-7.4566,-8.867,-16.474001
0.82148,-7.4921,-3.8188,-3.9216,2.9557,10.37,7.767,1.877,4.7896,-3.9216,2.9557,7.9602,-15.238,-17.205999,-13.206,-18.268999,-17.327,-8.8245,-6.5087,-10.837,-12.628
-19.084,-6.5397,-6.7314,-2.9412,5.9113,-2.19,5.8252,4.7896,7.7023,-2.9412,5.9113,5.9701,-18.094999,-18.159,-20.825001,-18.268999,-20.225,-10.757,-4.613,-20.690001,-10.705
-10.553,-1.7778,-1.877,4.902,11.823,1.6747,6.7961,0.90615,10.615,4.902,11.823,8.9552,-11.429,-10.54,-14.159,-10.577,-12.496,-37.810001,4.8657,-16.749001,-3.9744
