C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-1.9589,-9.4603,-4.813,-0.97561,-7.8818,-3.122,-13.527,5.7605,-3.9675,-0.97561,-7.8818,-12.808,-7.619,0.88889,3.873,0.0,4.8953,8.5668,0.12638,-4.9261,-3.0128
-0.06319,-8.5079,-4.813,4.878,-9.8522,-2.1463,-15.459,-2.0065,-4.9431,4.878,-9.8522,-13.793,-3.8095,4.6984,5.7778,0.96154,5.8615,6.6345,-5.5608,-0.98522,-1.0897
-1.9589,-6.6032,-4.813,-1.9512,-4.9261,-9.9512,-15.459,1.877,-6.8943,-1.9512,-4.9261,-15.764,0.0,10.413,7.6825,3.8462,7.7939,5.6683,-7.4566,-0.98522,4.6795
-7.6461,-8.5079,-6.7642,-10.732,-15.764,-19.707001,-20.290001,-1.0356,-4.9431,-10.732,-15.764,-21.674999,-2.8571,11.365,4.8254,4.8077,5.8615,-9.7907,-6.5087,-3.9409,5.641
-5.7504,0.06349,-0.91057,-9.7561,-15.764,-17.756001,-10.628,-7.8317,-3.9675,-9.7561,-15.764,-15.764,3.8095,15.175,8.6349,12.5,11.659,-4.9597,-19.778999,2.9557,10.449
-2.9068,5.7778,5.9187,-12.683,-6.8966,-13.854,-1.9324,-12.686,-2.9919,-12.683,-6.8966,-9.8522,7.619,18.032,12.444,18.268999,18.422001,1.8035,-2.7172,7.8818,10.449
-3.8547,4.8254,8.8455,-15.61,-0.98522,-14.829,0.0,-11.715,-2.0163,-15.61,-0.98522,-5.9113,5.7143,17.079,13.397,17.308001,19.388,-1.095,8.6572,0.98522,7.5641
0.88468,12.444,16.65,-8.7805,5.9113,-8.9756,7.7295,-6.8608,2.8618,-8.7805,5.9113,5.9113,9.5238,17.079,15.302,20.191999,22.287001,-1.095,7.7093,-1.9704,10.449
9.4155,18.159,22.504,8.7805,16.749001,4.6829,18.357,-1.0356,10.667,8.7805,16.749001,18.719,13.333,18.032,18.159,20.191999,23.253,7.6006,2.0221,4.9261,12.372
10.363,18.159,22.504,17.561001,20.690001,14.439,27.052999,0.90615,10.667,17.561001,20.690001,25.615999,10.476,12.317,16.254,15.385,17.455999,10.499,1.0742,7.8818,7.5641
13.207,12.444,19.577,14.634,16.749001,12.488,29.952,13.528,10.667,14.634,16.749001,26.601,1.9048,-0.06349,9.5873,5.7692,7.7939,1.8035,5.8136,0.98522,-3.0128
14.155,11.492,18.601999,16.584999,21.674999,14.439,34.783001,21.294001,12.618,16.584999,21.674999,30.542,-3.8095,-12.444,3.873,-1.9231,-0.90177,12.432,-4.613,-1.9704,-12.628
