C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-1.9497,18.159,9.644,-2.8846,0.91503,-2.1154,5.7327,-5.8615,5.7051,-2.8846,0.91503,1.877,4.6761,9.4603,-1.8325,7.6282,3.7821,-6.7624,5.6872,-1.9417,6.571
0.8805,16.254,10.615,-1.9231,2.8758,1.7308,8.6312,-4.8953,6.6667,-1.9231,2.8758,5.7605,3.7283,3.746,-0.88468,6.6667,4.7436,-1.9777,10.427,0.97087,7.5279
0.8805,6.7302,7.7023,-1.9231,1.8954,-0.19231,6.6989,-5.8615,4.7436,-1.9231,1.8954,3.8188,5.624,5.6508,1.0111,7.6282,6.6667,-1.9777,9.4787,0.97087,10.399
-2.8931,-1.8413,-0.06472,-0.96154,0.91503,-5.0,1.868,-6.8277,3.7821,-0.96154,0.91503,-2.0065,5.624,7.5556,1.0111,6.6667,5.7051,-1.9777,6.6351,1.9417,7.5279
-8.5535,-6.6032,-9.7735,-4.8077,-3.9869,-8.8462,-4.8953,-7.7939,4.7436,-4.8077,-3.9869,-7.8317,1.8325,2.7937,-2.7804,2.8205,0.89744,-5.8054,5.6872,0.0,5.614
-7.6101,-7.5556,-10.744,-3.8462,0.91503,-6.9231,-4.8953,-7.7939,4.7436,-3.8462,0.91503,-5.89,-0.06319,0.88889,-4.6761,-0.0641,-1.9872,-5.8054,4.7393,-1.9417,2.7432
-1.9497,4.8254,-5.89,0.0,1.8954,-1.1538,0.90177,-1.9968,1.859,0.0,1.8954,-1.0356,-0.06319,-0.06349,-1.8325,-0.0641,-2.9487,-1.9777,-4.7393,0.0,1.7863
-1.9497,0.06349,-6.8608,1.9231,1.8954,-0.19231,0.90177,1.868,0.89744,1.9231,1.8954,-0.06472,-3.8547,-3.873,-3.7283,-3.9103,-7.7564,-1.0207,-2.8436,-0.97087,-0.12759
-4.7799,5.7778,-6.8608,0.0,-0.06536,-2.1154,-1.9968,-0.06441,-3.9103,0.0,-0.06536,-0.06472,-10.49,-11.492,-6.5719,-5.8333,-10.641,-0.0638,-3.7915,-6.7961,-2.9984
-4.7799,-11.365,-9.7735,-2.8846,-2.0261,-3.0769,-3.9291,-4.8953,-1.0256,-2.8846,-2.0261,-2.9773,-9.5419,-7.6825,-5.624,-9.6795,-9.6795,1.8501,3.7915,-5.8252,-4.9123
