C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-13.965,-10.032,-10.407,-2.6409,0.0,-7.9612,-3.252,-6.5056,-4.5955,-2.6409,0.0,-5.2941,-5.0794,-16.013,-7.5556,-16.827999,-14.171,-8.5024,-8.1517,-5.2288,-9.7907
-17.757,-14.476,-15.61,-4.5733,-2.6403,-14.434,-8.4553,-6.5056,-7.1845,-4.5733,-2.6403,-11.83,-4.4444,-14.099,-9.4603,-16.827999,-14.815,-5.9259,-8.7836,-8.4967,-9.7907
-10.806,-14.476,-16.910999,-7.1498,-9.2409,-17.67,-14.309,-6.5056,-11.715,-7.1498,-9.2409,-17.712,-3.8095,-13.461,-6.9206,-16.827999,-13.527,-1.4171,-10.047,-7.1895,-10.435
-13.333,-15.746,-20.163,-8.438,-15.182,-19.612,-21.462999,-3.285,-17.540001,-8.438,-15.182,-24.247999,-5.0794,-12.823,-6.2857,-17.476,-14.171,2.4477,-13.839,-5.8824,-11.079
-8.91,-18.921,-20.813,-11.659,-18.482,-18.316999,-26.667,-1.9968,-18.188,-11.659,-18.482,-26.863001,-6.3492,-10.271,-5.0159,-15.534,-12.882,1.8035,-10.679,-5.8824,-7.8583
-4.4866,-19.556,-18.211,-11.659,-17.822001,-11.845,-26.016001,-0.70853,-16.893,-11.659,-17.822001,-22.941,-8.254,-7.0813,-5.6508,-12.298,-12.238,3.7359,-7.5197,-6.5359,-5.2818
-5.1185,-13.841,-16.26,-7.7939,-13.861,-7.3139,-21.462999,1.868,-16.246,-7.7939,-13.861,-18.365999,-10.159,-4.5295,-7.5556,-8.4142,-12.238,6.3124,-6.8878,-5.2288,-1.4171
-4.4866,-16.381001,-19.511999,-8.438,-14.521,-5.3722,-22.114,-1.3527,-14.951,-8.438,-14.521,-16.405001,-13.968,-5.8054,-10.73,-9.0615,-14.815,5.0242,-4.9921,-7.8431,0.5153
-10.174,-17.650999,-24.715,-9.0821,-13.201,-9.2557,-22.114,-0.70853,-13.657,-9.0821,-13.201,-16.405001,-20.316999,-8.9952,-17.079,-12.298,-19.968,1.1594,-5.624,-13.725,-0.77295
-14.597,-16.381001,-25.365999,-9.7262,-13.201,-12.492,-20.163,-2.6409,-12.362,-9.7262,-13.201,-16.405001,-24.127001,-12.185,-18.983999,-14.239,-21.256001,1.1594,-5.624,-14.379,-1.4171
-8.91,-17.650999,-23.415001,-7.1498,-11.881,-12.492,-18.862,-3.285,-13.01,-7.1498,-11.881,-14.444,-23.492001,-13.461,-13.905,-14.239,-19.323999,1.8035,-6.2559,-11.111,-2.7053
-7.6461,-17.650999,-22.764,-7.7939,-9.901,-12.492,-17.561001,-6.5056,-11.715,-7.7939,-9.901,-14.444,-22.222,-14.099,-10.095,-14.887,-18.035,2.4477,-8.7836,-7.8431,-4.6377
-17.125,-17.650999,-25.365999,-7.7939,-6.6007,-13.139,-14.959,-7.1498,-8.479,-7.7939,-6.6007,-14.444,-23.492001,-16.013,-12.635,-16.827999,-21.256001,2.4477,-10.047,-8.4967,-4.6377
-22.18,-13.206,-23.415001,-2.6409,-5.2805,-10.55,-9.7561,-3.285,-5.2427,-2.6409,-5.2805,-9.2157,-24.127001,-16.650999,-18.983999,-16.827999,-25.121,-0.77295,-4.3602,-10.458,-4.6377
