C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
5.5975,5.1429,1.2945,-16.827999,-23.415001,-5.3205,-1.9324,-12.885,-12.303,-16.827999,-23.415001,-7.8818,6.3492,11.419,8.3175,12.179,9.6618,-0.76923,5.1429,1.9608,10.769
3.7107,7.6825,2.589,-26.537001,-22.764,-7.2436,-6.4412,-13.526,-14.879,-26.537001,-22.764,-7.8818,6.3492,10.781,7.6825,15.385,11.594,3.0769,0.69841,1.9608,13.974
-3.8365,3.2381,-1.9417,-22.653999,-17.561001,-12.372,-14.815,-8.3974,-10.37,-22.653999,-17.561001,-13.136,3.1746,6.9537,3.2381,12.179,8.3736,8.2051,1.9683,0.65359,12.692
-12.013,-5.0159,-7.767,-11.65,-11.057,-12.372,-16.103001,1.859,0.57971,-11.65,-11.057,-11.823,-5.0794,-2.6156,-6.2857,1.9231,-0.64412,4.359,14.032,-3.268,5.641
-15.786,-8.1905,-10.356,-3.8835,-5.8537,-7.8846,-10.95,2.5,16.039,-3.8835,-5.8537,-6.5681,-12.063,-7.7193,-13.27,-6.4103,-9.0177,5.641,14.032,-7.1895,0.51282
-15.157,-9.4603,-12.945,-0.64725,3.9024,-5.3205,-3.2206,1.859,9.5974,-0.64725,3.9024,-2.6273,-17.778,-10.909,-19.618999,-13.462,-18.035,-2.0513,3.2381,-13.725,-0.76923
-12.013,-13.905,-16.181,-7.1197,7.8049,-5.3205,-0.64412,-3.9103,-1.9968,-7.1197,7.8049,-3.9409,-20.316999,-16.650999,-22.159,-21.153999,-24.476999,-23.846001,-1.2063,-15.033,-7.1795
-12.642,-18.349001,-18.77,-17.476,0.0,-11.09,-7.7295,-2.6282,-7.1498,-17.476,0.0,-7.225,-17.778,-17.927,-21.524,-24.358999,-24.476999,-6.5385,-7.5556,-15.033,-10.385
-17.044001,-20.254,-20.712,-11.003,-1.9512,-14.295,-10.306,-4.5513,-3.285,-11.003,-1.9512,-10.509,-14.603,-14.737,-21.524,-21.795,-22.544001,10.769,-9.4603,-18.301001,-9.1026
-12.642,-16.444,-16.181,2.589,-4.5528,-4.0385,-0.64412,-3.9103,2.5121,2.589,-4.5528,-3.2841,-10.794,-11.547,-18.983999,-16.667,-18.68,-4.6154,-1.2063,-16.34,-7.8205
-10.755,-3.746,-7.1197,17.476,5.2033,4.9359,5.153,-4.5513,6.3768,17.476,5.2033,5.9113,-9.5238,-8.9952,-16.444,-7.6923,-14.171,-3.9744,5.7778,-11.765,-5.8974
-6.3522,11.492,3.8835,20.712,20.813,6.859,10.306,-7.7564,11.53,20.712,20.813,11.823,-8.8889,-4.5295,-12.0,3.8462,-7.0853,-2.6923,3.2381,-10.458,3.0769
2.4528,17.205999,13.592,16.181,13.008,9.4231,15.459,6.9872,13.462,16.181,13.008,16.42,-4.4444,0.57416,-3.746,9.6154,1.2882,-17.436001,8.3175,-6.5359,5.0
8.7421,17.841,16.827999,8.4142,10.407,9.4231,15.459,6.9872,16.683001,8.4142,10.407,15.764,-1.2698,4.4019,3.873,12.821,8.3736,-3.9744,16.570999,-1.9608,5.641
12.516,22.285999,20.065001,6.4725,17.561001,10.064,16.747,1.2179,20.548,6.4725,17.561001,15.764,4.4444,11.419,11.492,18.59,15.459,13.333,17.205999,3.9216,12.692
15.031,23.556,20.712,7.767,20.813,9.4231,19.323999,3.7821,19.903,7.767,20.813,15.107,10.159,15.885,15.937,21.153999,19.968,-6.5385,12.762,7.8431,15.897
