C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-9.5597,-13.27,-5.7886,-17.391001,-27.586,-19.771999,-29.268,-0.06441,-13.724,-17.391001,-27.586,-9.8522,-11.483,-3.8547,-9.4155,-9.6618,-5.7327,-7.8205,-7.4566,7.8431,-3.9744
7.4214,24.825001,11.772,9.6618,-13.793,25.106001,52.682999,-0.06441,-42.992001,9.6618,-13.793,17.733999,-7.6555,7.5197,1.9589,7.7295,7.7939,-0.12821,-30.205,3.9216,3.7179
1.761,5.7778,3.9675,-13.527,1.9704,-4.1626,7.8049,-1.9968,17.496,-13.527,1.9704,0.0,-9.5694,20.790001,-1.8325,5.7971,5.8615,9.4872,5.8136,-5.8824,7.5641
-11.447,-13.27,-11.642,-21.256001,7.8818,-23.674999,-19.511999,-19.388,23.35,-21.256001,7.8818,-13.793,-19.139,-19.021,-13.207,-9.6618,-7.6651,-3.9744,20.979,-11.765,-11.667
-5.7862,-1.8413,-5.7886,11.594,31.527,-8.065,15.61,-3.9291,17.496,11.594,31.527,1.9704,-11.483,-15.229,-11.311,-1.9324,-5.7327,-5.8974,-7.4566,-7.8431,3.7179
-9.5597,0.06349,-9.6911,5.7971,-1.9704,-2.2114,19.511999,-15.523,-17.625999,5.7971,-1.9704,-1.9704,-17.225,-20.916,-13.207,-9.6618,-11.53,-5.8974,2.0221,-1.9608,-11.667
3.6478,-3.746,-1.8862,-13.527,-17.733999,7.5447,-7.8049,11.53,-33.236,-13.527,-17.733999,-3.9409,-1.9139,-5.7504,-3.7283,-5.7971,-1.868,5.641,-3.6651,1.9608,-9.7436
-3.8994,-7.5556,-3.8374,-27.052999,-25.615999,-13.919,-15.61,-9.7262,17.496,-27.052999,-25.615999,-15.764,7.6555,3.7283,0.06319,1.9324,0.06441,-3.9744,11.501,7.8431,1.7949
-17.107,-17.079,-15.545,-15.459,-1.9704,-29.528,-11.707,-23.253,1.8862,-15.459,-1.9704,-21.674999,9.5694,20.790001,-7.5197,-1.9324,-3.8003,-13.59,-5.5608,0.0,3.7179
-3.8994,5.7778,-3.8374,27.052999,9.8522,-0.26016,7.8049,15.395,-3.9675,27.052999,9.8522,1.9704,7.6555,9.4155,-1.8325,5.7971,3.9291,-3.9744,-13.144,3.9216,9.4872
-11.447,-13.27,-15.545,-27.052999,-33.498001,3.6423,-5.8537,-17.455999,9.6911,-27.052999,-33.498001,-11.823,-22.966999,-9.5419,-18.893999,-9.6618,-15.395,-3.9744,9.6051,-9.8039,-0.12821
-3.8994,3.873,-5.7886,-13.527,-27.586,-0.26016,1.9512,-9.7262,-13.724,-13.527,-27.586,0.0,-15.311,-0.06319,-11.311,1.9324,-9.5974,3.7179,7.7093,-29.412001,-0.12821
-7.673,-7.5556,-11.642,-7.7295,-5.9113,-8.065,-1.9512,9.5974,-42.992001,-7.7295,-5.9113,-13.793,-7.6555,9.4155,-13.207,-3.8647,-13.462,-11.667,-47.266998,-21.569,1.7949
-9.5597,-11.365,-9.6911,-7.7295,13.793,-19.771999,7.8049,9.5974,-3.9675,-7.7295,13.793,-11.823,0.0,3.7283,-7.5197,-11.594,-9.5974,-5.8974,-5.5608,3.9216,-0.12821
