C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-0.12638,-0.83333,0.0,-16.667,-19.608,-4.1626,-6.7633,-3.9675,-4.9191,-16.667,-19.608,-5.8824,2.8571,4.6984,2.9841,4.8544,3.9291,-1.1483,-1.7778,6.8966,3.7359
-1.0742,-2.7564,-1.9512,-15.686,-17.646999,-4.1626,-6.7633,-2.0163,-4.9191,-15.686,-17.646999,-6.8627,-0.95238,0.88889,1.0794,0.0,-0.90177,0.76555,-2.7302,3.9409,-0.12882
-4.8657,-5.641,-5.8537,-14.706,-16.667,-5.1382,-9.6618,1.8862,-4.9191,-14.706,-16.667,-9.8039,-4.7619,-3.873,-3.6825,-5.8252,-6.6989,0.76555,-3.6825,-0.98522,-6.8921
-4.8657,-5.641,-6.8293,-12.745,-15.686,-5.1382,-7.7295,2.8618,-4.9191,-12.745,-15.686,-9.8039,-2.8571,-4.8254,-5.5873,-6.7961,-8.6312,0.76555,-2.7302,-1.9704,-5.9259
-5.8136,-4.6795,-6.8293,-11.765,-15.686,-4.1626,-5.7971,3.8374,-1.0356,-11.765,-15.686,-8.8235,-5.7143,-7.6825,-8.4444,-7.767,-12.496,0.76555,-2.7302,-3.9409,-5.9259
-3.9179,-2.7564,-4.878,-9.8039,-11.765,-1.2358,-1.9324,6.7642,-0.06472,-9.8039,-11.765,-5.8824,-5.7143,-6.7302,-7.4921,-6.7961,-11.53,0.76555,-0.8254,-4.9261,-5.9259
-3.9179,-0.83333,-6.8293,-12.745,-13.725,-2.2114,-1.9324,3.8374,-0.06472,-12.745,-13.725,-4.902,-10.476,-5.7778,-5.5873,-3.8835,-6.6989,-2.1053,1.0794,-9.8522,-4.9597
-6.7615,-2.7564,-10.732,-16.667,-16.667,-5.1382,-3.8647,-1.0407,-2.0065,-16.667,-16.667,-6.8627,-12.381,-10.54,-7.4921,-3.8835,-5.7327,-7.8469,2.9841,-14.778,-7.8583
-9.6051,-3.7179,-12.683,-17.646999,-16.667,-5.1382,-3.8647,-3.9675,-2.0065,-17.646999,-16.667,-6.8627,-7.619,-7.6825,-7.4921,-3.8835,-4.7665,-11.675,2.9841,-14.778,-3.9936
-8.6572,-2.7564,-12.683,-18.627001,-16.667,-5.1382,-2.8986,-5.9187,-2.9773,-18.627001,-16.667,-5.8824,-0.95238,-1.0159,-4.6349,0.97087,-0.90177,-12.632,3.9365,-9.8522,0.83736
-4.8657,1.0897,-7.8049,-20.587999,-16.667,-6.1138,-2.8986,-8.8455,-3.9482,-20.587999,-16.667,-6.8627,6.6667,5.6508,1.0794,6.7961,3.9291,-11.675,4.8889,-2.9557,7.6006
-2.97,3.0128,-1.9512,-23.528999,-19.608,-8.065,-2.8986,-13.724,-5.89,-23.528999,-19.608,-6.8627,12.381,10.413,3.9365,9.7087,6.8277,-11.675,4.8889,0.98522,11.465
-3.9179,2.0513,0.0,-26.471001,-21.569,-10.016,-3.8647,-17.625999,-8.8026,-26.471001,-21.569,-6.8627,9.5238,6.6032,4.8889,6.7961,5.8615,-14.545,2.9841,2.9557,8.5668
-3.9179,1.0897,0.0,-26.471001,-22.549,-9.0407,-4.8309,-17.625999,-8.8026,-26.471001,-22.549,-6.8627,4.7619,5.6508,5.8413,5.8252,5.8615,-14.545,2.0317,2.9557,7.6006
1.7694,1.0897,0.97561,-22.549,-21.569,-5.1382,-3.8647,-15.675,-9.7735,-22.549,-21.569,-3.9216,4.7619,3.746,9.6508,5.8252,7.7939,-9.7608,0.12698,5.9113,6.6345
2.7172,1.0897,0.97561,-22.549,-24.51,-4.1626,-5.7971,-13.724,-11.715,-22.549,-24.51,-4.902,4.7619,4.6984,9.6508,5.8252,6.8277,-6.89,-0.8254,7.8818,5.6683
-1.0742,0.12821,-0.97561,-24.51,-23.528999,-7.0894,-7.7295,-13.724,-11.715,-24.51,-23.528999,-7.8431,3.8095,5.6508,4.8889,4.8544,3.9291,-4.9761,-0.8254,5.9113,5.6683
-3.9179,-2.7564,-2.9268,-25.49,-25.49,-10.016,-11.594,-10.797,-12.686,-25.49,-25.49,-11.765,1.9048,2.7937,2.0317,1.9417,1.0306,-4.9761,-1.7778,2.9557,3.7359
-2.0221,-5.641,-1.9512,-23.528999,-23.528999,-9.0407,-10.628,-7.8699,-11.715,-23.528999,-23.528999,-11.765,1.9048,3.746,2.0317,-0.97087,-0.90177,-1.1483,-3.6825,0.98522,1.8035
-1.0742,-7.5641,-4.878,-23.528999,-23.528999,-8.065,-11.594,-4.9431,-11.715,-23.528999,-23.528999,-11.765,0.0,0.88889,1.0794,-3.8835,-2.8341,0.76555,-4.6349,0.0,-0.12882
