C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-2.0221,-0.82935,-2.9268,0.97561,1.9608,-6.0841,-1.9417,-3.9482,4.7896,0.97561,1.9608,-3.9409,14.218,1.8413,10.553,5.7971,9.7262,-4.9123,4.8889,0.0,-2.0415
-0.12638,2.9984,0.97561,1.9512,4.902,-1.2298,2.9126,-2.9773,5.7605,1.9512,4.902,0.0,14.218,-1.9683,11.501,5.7971,10.692,-6.8262,-2.7302,-0.98522,-2.0415
5.5608,4.9123,8.7805,8.7805,5.8824,7.5081,7.767,0.90615,4.7896,8.7805,5.8824,5.9113,12.322,-2.9206,13.397,3.8647,10.692,-9.697,-3.6825,2.9557,-1.0845
8.4044,7.7831,11.707,11.707,9.8039,11.392,7.767,3.8188,3.8188,11.707,9.8039,9.8522,10.427,0.88889,10.553,3.8647,7.7939,-4.9123,1.0794,6.8966,-0.12759
5.5608,9.697,9.7561,9.7561,8.8235,13.333,7.767,5.7605,3.8188,9.7561,8.8235,9.8522,3.7915,3.746,2.0221,5.7971,3.9291,-4.9123,4.8889,-0.98522,1.7863
1.7694,9.697,6.8293,10.732,11.765,12.362,9.7087,5.7605,6.7314,10.732,11.765,9.8522,-3.7915,6.6032,-6.5087,7.7295,1.0306,-3.9553,3.9365,-9.8522,3.7002
-0.12638,9.697,6.8293,10.732,10.784,10.421,11.65,6.7314,9.644,10.732,10.784,10.837,-10.427,6.6032,-9.3523,8.6957,-0.90177,-6.8262,4.8889,-14.778,7.5279
4.613,13.525,14.634,14.634,19.608,10.421,22.33,8.6731,13.528,14.634,19.608,18.719,-14.218,3.746,-4.613,8.6957,1.0306,-5.8692,12.508,-12.808,8.4848
13.144,17.351999,21.462999,16.584999,19.608,11.392,27.184,10.615,9.644,16.584999,19.608,22.66,-8.5308,1.8413,5.8136,9.6618,7.7939,4.6571,9.6508,-8.867,3.7002
15.039,14.482,18.537001,14.634,12.745,11.392,22.33,13.528,10.615,14.634,12.745,17.733999,-1.8957,0.88889,11.501,9.6618,12.625,9.4418,-0.8254,-2.9557,-0.12759
6.5087,4.9123,4.878,5.8537,6.8627,9.4498,11.65,9.644,7.7023,5.8537,6.8627,5.9113,0.94787,-3.873,8.6572,2.8986,6.8277,11.356,-0.8254,4.9261,-3.9553
-2.0221,-6.571,-6.8293,0.0,3.9216,-1.2298,-0.97087,5.7605,2.8479,0.0,3.9216,-5.9113,4.7393,-7.6825,4.8657,-6.7633,-0.90177,2.7432,4.8889,15.764,-8.74
-3.9179,-6.571,-5.8537,-4.878,-5.8824,-8.0259,-8.7379,0.90615,-2.0065,-4.878,-5.8824,-10.837,12.322,-1.9683,5.8136,-4.8309,-0.90177,1.7863,3.9365,22.66,-7.7831
-2.97,-0.82935,2.9268,-2.9268,-7.8431,-6.0841,-8.7379,1.877,-6.8608,-2.9268,-7.8431,-7.8818,18.957001,6.6032,6.7615,2.8986,4.8953,15.183,1.0794,18.719,-2.0415
