C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
0.88468,-9.5056,-2.8618,-1.9608,-3.9409,2.7317,-0.96618,3.8003,1.868,-1.9608,-3.9409,-0.98039,-8.5714,-20.159,-3.746,-23.188,-14.428,9.533,-11.302,3.9409,-26.216
-1.0111,-10.463,-4.813,-5.8824,-7.8818,-1.1707,-6.7633,4.7665,-0.06441,-5.8824,-7.8818,-4.902,-7.619,-17.289,-3.746,-19.323999,-11.53,7.6006,-11.302,3.9409,-23.316999
-4.8025,-10.463,-7.7398,-17.646999,-14.778,-9.9512,-12.56,-2.963,-7.7939,-17.646999,-14.778,-11.765,-6.6667,-12.504,-3.746,-14.493,-8.6312,2.7697,-11.302,2.9557,-19.452
-7.6461,-12.376,-11.642,-25.49,-20.690001,-15.805,-15.459,-7.7939,-8.7601,-25.49,-20.690001,-16.667,-3.8095,-5.8054,-2.7937,-8.6957,-5.7327,-1.095,-7.4921,2.9557,-12.689
-10.49,-14.29,-14.569,-24.51,-21.674999,-18.732,-16.424999,-10.692,-9.7262,-24.51,-21.674999,-18.627001,-1.9048,-1.0207,-4.6984,-3.8647,-3.8003,-2.0612,-8.4444,1.9704,-5.9259
-14.281,-12.376,-15.545,-23.528999,-21.674999,-20.683001,-17.391001,-13.591,-9.7262,-23.528999,-21.674999,-20.587999,0.95238,3.764,-5.6508,0.96618,-1.868,-4.9597,-0.8254,-0.98522,2.7697
-17.125,-8.5486,-14.569,-25.49,-20.690001,-20.683001,-14.493,-16.49,-8.7601,-25.49,-20.690001,-18.627001,0.95238,5.6778,-9.4603,4.8309,-1.868,-9.7907,5.8413,-4.9261,9.533
-13.333,2.9346,-5.7886,-20.587999,-11.823,-14.829,-1.9324,-14.557,3.8003,-20.587999,-11.823,-7.8431,1.9048,12.376,-6.6032,13.527,2.963,-13.655,11.556,-4.9261,19.195
-8.594,13.461,2.9919,-16.667,-6.8966,-10.927,7.7295,-17.455999,9.5974,-16.667,-6.8966,1.9608,6.6667,20.032,-1.8413,20.290001,8.7601,-14.622,9.6508,-1.9704,26.924
-3.8547,13.461,4.9431,-14.706,-6.8966,-7.0244,6.7633,-14.557,4.7665,-14.706,-6.8966,4.902,8.5714,20.032,1.9683,21.256001,11.659,-12.689,6.7937,0.98522,25.958
-3.8547,3.8915,2.0163,-12.745,-6.8966,-4.0976,1.9324,-11.659,-2.963,-12.745,-6.8966,2.9412,6.6667,17.160999,1.9683,14.493,8.7601,-11.723,4.8889,-0.98522,20.160999
-3.8547,-2.807,-0.91057,-8.8235,-5.9113,-4.0976,-1.9324,-10.692,-2.963,-8.8235,-5.9113,1.9608,5.7143,12.376,-0.88889,6.7633,3.9291,-9.7907,2.9841,-1.9704,14.364
-0.06319,-3.764,-0.91057,-2.9412,-3.9409,0.78049,0.96618,-4.8953,0.90177,-2.9412,-3.9409,3.9216,2.8571,7.5917,-1.8413,-0.96618,-0.90177,-4.9597,0.12698,-2.9557,8.5668
