C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-3.9179,-2.7302,1.0356,11.765,9.8522,6.5056,7.767,8.6731,6.7314,11.765,9.8522,8.9552,-1.9048,-5.7778,-4.6349,-4.8077,-3.8003,3.7359,1.0742,-1.9704,-5.8974
-3.9179,-5.5873,0.06472,10.784,12.808,13.269,7.767,10.615,9.644,10.784,12.808,11.94,-8.5714,-12.444,-10.349,-11.538,-10.564,0.83736,1.0742,-8.867,-9.7436
-4.8657,-8.4444,-1.877,6.8627,12.808,11.337,7.767,6.7314,8.6731,6.8627,12.808,10.945,-15.238,-20.063,-17.016001,-17.308001,-17.327,-7.8583,-4.613,-15.764,-10.705
-3.9179,-7.4921,-1.877,5.8824,11.823,12.303,9.7087,9.644,7.7023,5.8824,11.823,11.94,-20.0,-23.872999,-19.872999,-19.231001,-21.191999,-16.554001,-2.7172,-15.764,-12.628
-2.0221,-1.7778,2.9773,9.8039,13.793,10.37,10.68,12.557,10.615,9.8039,13.793,14.925,-21.905001,-22.921,-18.921,-16.346001,-20.225,-1.095,4.8657,-14.778,-12.628
1.7694,2.0317,5.89,9.8039,12.808,11.337,10.68,9.644,11.586,9.8039,12.808,14.925,-22.857,-23.872999,-15.111,-14.423,-18.292999,13.398,7.7093,-13.793,-11.667
5.5608,2.9841,5.89,6.8627,11.823,15.201,11.65,8.6731,11.586,6.8627,11.823,13.93,-21.905001,-21.968,-11.302,-11.538,-15.395,-3.0274,9.6051,-15.764,-9.7436
8.4044,3.9365,4.9191,2.9412,8.867,17.134001,11.65,8.6731,10.615,2.9412,8.867,14.925,-20.0,-20.063,-7.4921,-9.6154,-12.496,0.83736,5.8136,-13.793,-5.8974
8.4044,2.9841,4.9191,7.8431,8.867,13.269,13.592,10.615,6.7314,7.8431,8.867,14.925,-17.143,-18.159,-4.6349,-9.6154,-11.53,13.398,5.8136,-5.9113,-3.0128
6.5087,3.9365,4.9191,4.902,3.9409,14.235,12.621,8.6731,1.877,4.902,3.9409,12.935,-16.190001,-18.159,-4.6349,-9.6154,-11.53,8.5668,0.12638,-4.9261,-6.859
