C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-15.849,-1.1429,-9.7561,-0.71197,-2.6144,-6.7642,4.5089,-0.06441,-11.068,-0.71197,-2.6144,-6.6007,-13.902,-5.1429,-17.650999,-6.4412,-12.238,-0.12821,1.3333,-13.725,-1.4103
-13.962,-19.556,-19.511999,-12.362,-7.1895,-5.4634,-28.986,-3.285,29.709,-12.362,-7.1895,-13.201,-17.694,-8.9524,-18.285999,-14.815,-18.68,0.51282,-3.746,-13.725,-5.8974
-4.5283,-4.3175,-9.7561,3.8188,-1.3072,-1.561,-2.5765,-1.9968,-14.304,3.8188,-1.3072,-5.9406,-15.166,-7.0476,-12.571,-7.7295,-11.594,0.51282,-3.1111,-8.4967,-2.0513
-0.75472,-6.2222,-6.5041,5.7605,-5.2288,-1.561,-14.171,9.5974,7.055,5.7605,-5.2288,-9.901,-13.27,-7.6825,-6.2222,-6.4412,-8.3736,4.359,-2.4762,-4.5752,-6.5385
5.5346,0.7619,0.65041,7.055,1.9608,15.35,2.5765,7.0209,-6.5372,7.055,1.9608,0.0,-12.638,-7.6825,-1.1429,-3.2206,-3.8647,2.4359,0.06349,-1.9608,-4.6154
2.3899,5.2063,-4.5528,-4.5955,-6.5359,-4.1626,-8.3736,-2.6409,3.8188,-4.5955,-6.5359,-3.9604,-16.43,-12.762,-4.3175,-7.7295,-9.6618,6.9231,-5.0159,-3.9216,-9.7436
4.2767,-8.7619,-5.2033,7.7023,10.458,8.1951,3.8647,1.2238,8.9968,7.7023,10.458,5.2805,-15.166,-13.397,-3.6825,-10.95,-10.306,12.692,1.9683,-0.65359,-7.8205
5.5346,-1.7778,0.0,5.7605,9.1503,16.0,6.4412,8.3092,-0.06472,5.7605,9.1503,8.5809,-15.798,-15.302,0.12698,-9.6618,-6.4412,9.4872,-5.6508,0.0,-10.385
13.082,7.746,5.2033,14.822,13.072,-4.813,34.783001,5.7327,-25.306999,14.822,13.072,11.881,-12.006,-13.397,5.8413,-5.153,-1.2882,5.0,1.3333,1.3072,-10.385
5.5346,-1.7778,6.5041,5.1133,13.072,14.699,5.7971,1.868,25.177999,5.1133,13.072,8.5809,-6.951,-7.0476,5.2063,-0.64412,1.9324,-0.12821,7.6825,0.65359,-3.9744
4.9057,7.1111,4.5528,6.4078,11.765,-1.561,3.8647,17.971001,32.298,6.4078,11.765,8.5809,-7.5829,-8.3175,1.3968,-0.64412,0.0,1.1538,4.5079,-1.3072,-3.9744
-3.8994,5.8413,-1.9512,5.1133,11.111,10.797,17.391001,-0.06441,4.466,5.1133,11.111,5.2805,-8.8468,-7.6825,-8.127,-1.2882,-4.5089,-5.8974,8.9524,-6.5359,-1.4103
0.50314,5.2063,1.3008,5.1133,11.765,12.748,6.4412,-7.1498,15.469,5.1133,11.765,3.3003,-4.4234,-1.9683,-5.5873,3.8647,0.0,-3.9744,15.302,-4.5752,2.4359
-4.5283,2.0317,-2.6016,-5.89,5.2288,-13.268,1.9324,-9.7262,23.236,-5.89,5.2288,-1.9802,-5.0553,-2.6032,-5.5873,3.2206,-1.2882,-5.8974,20.381001,-5.8824,4.359
-5.1572,2.0317,-1.3008,-9.1262,3.268,-26.927,-6.4412,-11.659,30.356001,-9.1262,3.268,-3.3003,-4.4234,-0.69841,-4.3175,4.5089,0.0,-2.6923,15.302,-3.9216,5.0
-2.0126,2.6667,-0.65041,4.466,3.268,-0.26016,-2.5765,3.1562,10.939,4.466,3.268,-0.66007,-3.7915,-1.9683,-4.3175,3.2206,-1.2882,-5.2564,10.857,-2.6144,3.7179
-8.9308,-5.5873,-7.8049,1.877,-1.3072,12.098,-9.0177,5.7327,7.7023,1.877,-1.3072,-1.9802,-3.7915,-2.6032,-5.5873,-1.2882,-5.153,1.1538,7.6825,-2.6144,1.1538
0.50314,5.8413,-0.65041,8.3495,5.8824,-6.7642,5.153,7.6651,-1.3592,8.3495,5.8824,2.6403,-3.1596,-3.2381,-3.0476,1.2882,-2.5765,5.0,0.69841,-0.65359,0.51282
-2.6415,4.5714,2.6016,-11.068,1.3072,-4.813,7.0853,1.2238,-3.9482,-11.068,1.3072,2.6403,-3.7915,-0.69841,-2.4127,3.8647,0.0,-0.76923,5.1429,-1.9608,3.7179
-2.6415,-4.9524,-0.65041,7.7023,3.268,14.049,-8.3736,3.1562,14.175,7.7023,3.268,2.6403,-5.6872,-3.873,-2.4127,-0.64412,-2.5765,3.0769,1.9683,-1.3072,-0.76923
1.761,19.174999,3.9024,11.586,1.3072,14.049,21.9,21.836,-16.246,11.586,1.3072,5.9406,-5.0553,-6.4127,0.7619,1.9324,-1.2882,2.4359,-3.746,-1.9608,-5.8974
-3.8994,3.9365,1.3008,3.1715,5.2288,-8.065,23.833,-4.5733,-47.960999,3.1715,5.2288,4.6205,-3.7915,-6.4127,-3.0476,-4.5089,-3.2206,3.0769,-0.57143,0.0,-4.6154
-5.7862,-10.032,-1.9512,6.4078,-0.65359,-6.1138,-23.188,0.57971,45.889999,6.4078,-0.65359,-1.3201,-6.951,-8.9524,-8.127,-8.3736,-7.0853,-4.6154,-2.4762,-4.5752,-5.8974
-0.12579,5.8413,5.8537,9.644,9.8039,-5.4634,-4.5089,10.886,24.531,9.644,9.8039,7.2607,-5.0553,-7.0476,-5.5873,-2.5765,-1.9324,-4.6154,1.9683,-3.268,-4.6154
-6.4151,-3.0476,4.5528,2.5243,12.418,10.146,7.7295,-3.285,2.5243,2.5243,12.418,9.2409,-3.7915,-5.1429,-5.5873,-4.5089,-2.5765,-0.76923,3.2381,-2.6144,-3.9744
-1.3836,-0.50794,-2.6016,14.175,9.1503,7.5447,1.2882,6.3768,8.9968,14.175,9.1503,4.6205,-4.4234,-5.7778,-4.3175,-3.8647,-3.8647,-1.4103,2.6032,-3.268,-2.6923
-2.6415,24.889,-3.252,5.1133,8.4967,4.2927,26.409,2.5121,-18.834999,5.1133,8.4967,9.901,-3.1596,-3.873,-4.9524,0.0,-4.5089,-3.9744,-2.4762,-1.9608,-2.0513
-5.1572,-13.841,-9.7561,12.88,5.8824,-2.2114,-14.815,-0.06441,28.414,12.88,5.8824,0.0,-5.0553,-3.873,-6.8571,-7.7295,-9.0177,-9.7436,8.9524,-4.5752,-0.76923
-0.12579,-8.7619,-1.9512,17.410999,9.8039,13.398,-10.306,12.174,23.882999,17.410999,9.8039,3.3003,-3.1596,-0.69841,-3.0476,-2.5765,-1.9324,0.51282,12.127,-5.8824,3.7179
9.9371,16.0,11.057,7.7023,15.033,26.407,16.747,-2.6409,7.7023,7.7023,15.033,13.201,3.1596,5.6508,4.5714,6.4412,7.7295,-6.5385,10.857,-1.9608,9.4872
7.4214,0.7619,9.1057,8.3495,9.1503,-0.26016,0.64412,7.6651,12.233,8.3495,9.1503,7.2607,6.3191,5.6508,7.746,4.5089,7.0853,-4.6154,15.302,0.65359,9.4872
9.3082,16.635,13.659,10.291,7.1895,10.797,14.815,7.6651,1.2298,10.291,7.1895,11.881,8.2148,9.4603,12.825,10.95,11.594,-0.12821,15.302,1.9608,14.615
7.4214,0.12698,6.5041,7.7023,6.5359,2.9919,-3.8647,-5.2174,16.764,7.7023,6.5359,7.2607,3.7915,3.746,7.1111,3.2206,5.153,-0.12821,10.222,0.0,6.9231
9.9371,3.3016,7.8049,4.466,8.4967,10.146,-3.8647,-1.3527,23.882999,4.466,8.4967,7.2607,6.951,6.9206,9.6508,7.7295,8.3736,-2.6923,13.397,1.9608,8.8462
2.3899,22.349001,9.7561,5.1133,6.5359,5.5935,27.697001,-2.6409,-17.540001,5.1133,6.5359,9.901,6.3191,5.6508,7.1111,10.306,8.3736,-2.6923,6.4127,1.9608,8.8462
