C3,C4,Cz,F1,F2,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
-6.7615,-8.4848,-13.659,-5.8537,-9.8039,-7.055,-8.7379,-1.0356,-5.89,-5.8537,-9.8039,-10.837,18.957001,21.841,-2.7172,-0.96618,1.9968,8.4848,3.9365,8.867,11.356
-11.501,-16.139999,-17.561001,-14.634,-17.646999,-12.88,-11.65,-3.9482,-7.8317,-14.634,-17.646999,-14.778,15.166,17.079,-8.4044,-6.7633,-5.7327,-2.0415,2.0317,5.9113,15.183
-12.449,-17.097,-15.61,-10.732,-14.706,-12.88,-10.68,-6.8608,-11.715,-10.732,-14.706,-11.823,6.6351,11.365,-11.248,-7.7295,-8.6312,-9.697,0.12698,0.0,18.054001
-7.7093,-6.571,-5.8537,1.9512,-3.9216,-3.1715,-2.9126,-2.9773,-11.715,1.9512,-3.9216,-0.98522,2.8436,8.5079,-5.5608,0.0,-2.8341,-9.697,3.9365,0.0,20.924999
0.82148,3.9553,5.8537,2.9268,0.0,8.479,5.8252,0.90615,-2.9773,2.9268,0.0,8.867,1.8957,7.5556,2.97,7.7295,3.9291,-5.8692,2.0317,3.9409,20.924999
7.4566,10.654,11.707,6.8293,2.9412,13.333,10.68,5.7605,2.8479,6.8293,2.9412,14.778,0.0,3.746,7.7093,12.56,6.8277,-8.74,3.9365,0.0,18.054001
9.3523,13.525,11.707,15.61,10.784,16.246,12.621,8.6731,0.90615,15.61,10.784,17.733999,-3.7915,-2.9206,9.6051,13.527,5.8615,-9.697,3.9365,-7.8818,11.356
14.092,10.654,13.659,17.561001,12.745,23.042,9.7087,10.615,3.8188,17.561001,12.745,16.749001,-4.7393,-5.7778,12.449,14.493,7.7939,5.614,-2.7302,-3.9409,4.6571
15.987,7.7831,13.659,10.732,5.8824,14.304,4.8544,7.7023,1.877,10.732,5.8824,12.808,-2.8436,-4.8254,16.24,15.459,11.659,13.27,-9.3968,3.9409,-0.12759
12.196,0.12759,8.7805,2.9268,0.98039,4.5955,-2.9126,0.90615,-3.9482,2.9268,0.98039,4.9261,2.8436,-1.0159,16.24,11.594,13.591,-1.0845,-5.5873,4.9261,-4.9123
9.3523,-4.6571,6.8293,-1.9512,0.98039,0.71197,-2.9126,-3.9482,-8.8026,-1.9512,0.98039,2.9557,13.27,6.6032,18.136,6.7633,17.455999,-5.8692,-2.7302,10.837,-9.697
7.4566,-0.82935,7.8049,5.8537,6.8627,7.5081,1.9417,-1.0356,-5.89,5.8537,6.8627,7.8818,22.749001,13.27,19.084,4.8309,19.388,4.6571,-4.6349,13.793,-11.611
6.5087,2.0415,6.8293,8.7805,7.8431,5.5663,6.7961,1.877,-2.9773,8.7805,7.8431,7.8818,22.749001,14.222,16.24,4.8309,17.455999,5.614,0.12698,11.823,-11.611
7.4566,4.9123,5.8537,6.8293,1.9608,4.5955,6.7961,6.7314,-1.0356,6.8293,1.9608,4.9261,18.009001,11.365,11.501,2.8986,12.625,5.614,0.12698,8.867,-10.654
6.5087,2.9984,2.9268,3.9024,0.0,6.5372,2.9126,10.615,3.8188,3.9024,0.0,1.9704,10.427,6.6032,5.8136,0.96618,6.8277,11.356,0.12698,6.8966,-14.482
0.82148,-0.82935,-0.97561,1.9512,0.98039,2.6537,0.0,11.586,6.7314,1.9512,0.98039,-0.98522,0.0,1.8413,0.12638,0.96618,2.963,5.614,2.0317,1.9704,-10.654
